,ZETA,U Bar of 0.7403,A of 0.7403,B of 0.7403,R tilde of 0.7403,U Bar of 0.7406,A of 0.7406,B of 0.7406,R tilde of 0.7406,U Bar of 0.7409,A of 0.7409,B of 0.7409,R tilde of 0.7409,U Bar of 0.7412,A of 0.7412,B of 0.7412,R tilde of 0.7412,U Bar of 0.7415,A of 0.7415,B of 0.7415,R tilde of 0.7415,U Bar of 0.7418,A of 0.7418,B of 0.7418,R tilde of 0.7418,U Bar of 0.7421,A of 0.7421,B of 0.7421,R tilde of 0.7421,U Bar of 0.7424,A of 0.7424,B of 0.7424,R tilde of 0.7424,U Bar of 0.7427,A of 0.7427,B of 0.7427,R tilde of 0.7427
16,0.21319120586275817,0.1420749447556541,-0.29367808266107304,0.0022358054176407956,0.574766338363575,0.14208944657968825,-0.29386165887377785,0.0022371285109655335,0.5747718657961922,0.14328006703260224,-0.29614514782813395,0.0022744388941271804,0.5789159298043017,0.1441682166300503,-0.29789661001504775,0.002302747617257415,-0.5819863220719411,0.14678553011691378,-0.3027439149613441,0.002385255905854705,-0.5910932527573792,0.14668827700927764,-0.30274931176870773,0.0023832634026188957,0.5907006170314593,0.14708141208752878,-0.3036184053447413,0.0023965772763775593,0.5920224767987978,0.14804767856342244,-0.305519546367268,0.0024280992014952024,0.5953362591816096,0.1483357795289272,-0.3062107291708789,0.0024382617649063797,0.596285646522836
17,0.22651565622918055,0.1508049576604858,-0.29346436991473646,0.0025208581575415275,0.5741759777351689,0.15082034294940158,-0.29364775928380027,0.0025223499180243715,0.5741814756915342,0.15208256485898025,-0.29592707458290735,0.0025643923599164274,0.5783151971264623,0.15302410907085515,-0.29767534086792,0.0025962912750047973,-0.5813778458449945,0.1557986637157975,-0.3025133795742236,0.0026892597519322806,-0.5904615096314056,0.1556955774394928,-0.3025189330731781,0.00268701562502909,0.5900698464697955,0.15611233115922396,-0.30338649060002154,0.002702017961305689,0.5913882738252954,0.15713661457933073,-0.305284031179652,0.0027375358272847925,0.5946934210754935,0.1574420172938308,-0.30597401102193755,0.0027489872478390727,0.5956402998954025
18,0.23984010659560293,0.1595079262011041,-0.2932379992122747,0.002822543429525137,0.5735505891371718,0.15952419081900232,-0.29342119074038486,0.00282421369333788,0.573556055882973,0.16085750766002407,-0.29569608845859263,0.002871258118936178,0.5776788286175445,0.16185206563252055,-0.2974409721089602,0.002906951969300237,-0.5807332801112098,0.1647827196241183,-0.30226920362845744,0.003010976226543703,-0.5897923144856445,0.16467384433132184,-0.30227492288494123,0.003008466394578791,0.5894016808924528,0.16511404522694342,-0.30314085465919355,0.003025253473821363,0.5907164749358506,0.16619591805110256,-0.3050345847101295,0.003064994723501226,0.5940124817111122,0.16651849566928906,-0.30572329135702836,0.0030778085059938094,0.5949567052447462
19,0.25316455696202533,0.16818230904457712,-0.2929990220385669,0.0031407487945848142,0.5728903043196348,0.16819944862032907,-0.29318200478536516,0.0031426073302855883,0.5728957381295787,0.16960332548353027,-0.29545224257056596,0.0031949207249176307,0.5770069596582182,0.1706504950297445,-0.2971935580668346,0.003234612015385117,-0.5800527629861287,0.17373604264767967,-0.30201144505160166,0.003350280961084898,-0.5890858137662421,0.1736214249635347,-0.3020173390564316,0.003347491546030643,0.5886962664042106,0.17408489197658508,-0.3028815559656844,0.00336615859421661,0.5900072274814884,0.17522390275612262,-0.30477126681786054,0.003410348103070039,0.5932935915881781,0.17556352134020486,-0.3054586305010706,0.003424596949294524,0.5942350139917153
20,0.2664890073284477,0.176826573317965,-0.29274749268989675,0.003475355703540991,0.5721952623148178,0.17684458324659935,-0.29293025577504234,0.00347741220836001,0.5722006614731785,0.17831845707981883,-0.2951955929332189,0.003535258460274864,0.5762997331100612,0.17941781486253622,-0.29693315603437026,0.003579147337332632,-0.5793364402157754,0.1826569870341321,-0.3017401649284232,0.003707042838337335,-0.5883421620058257,0.18253667603527005,-0.30174624259324695,0.003703960176335443,0.5879537571771052,0.1830232185986726,-0.3026086561477608,0.0037246013085279624,0.5892606869485791,0.1842188921883252,-0.3044941406226821,0.0037734612474220365,0.5925369095136672,0.18457541077103815,-0.3051800920645924,0.0037892170131920877,0.5934753859147167
21,0.2798134576948701,0.1854391950702827,-0.29248346825237753,0.003826239549565258,0.5714656093960777,0.185458070514408,-0.2926660008585788,0.0038285036457158857,0.5714709721971126,0.18700135037689886,-0.2949261984374665,0.0038921433904230353,0.5755572992729032,0.1881524521013606,-0.2966598262453728,0.003940427523718251,-0.5785844651329289,0.19154391698850495,-0.3014554274756408,0.004081124052247696,-0.5875615217763758,0.19141796418031543,-0.3014616976289297,0.004077734704273426,0.587174315403322,0.1919273823072185,-0.3023222199929653,0.004100442868817676,0.5884770169111867,0.1931792200886417,-0.30420327247871,0.004154192568363574,0.5917426025529853,0.1935524907396629,-0.3048877429170559,0.0041715262210227306,0.5926779891004369
22,0.2931379080612925,0.19401865973300472,-0.29220700857926013,0.004193269723546379,0.5707014990344115,0.1940383956243361,-0.29238929995527335,0.004195750954562999,0.5707068237828786,0.19565046295417943,-0.29464412082709146,0.004265441421038285,0.5747798158399071,0.19685284357072416,-0.29637363185024534,0.004318315886306815,-0.5777969986108615,0.20039520718709852,-0.30115730001536006,0.004472380170952712,-0.5867440636394398,0.20026366647979169,-0.30116377139844486,0.004468670933332876,0.5863581112455839,0.20079575085694998,-0.30202231542123203,0.004493537856727822,0.5876563889808218,0.20210323097369978,-0.30389873194657757,0.004552393673308306,0.5909108459782252,0.20249309886948588,-0.3045816531588045,0.0045713752497550855,0.5918429998917146
23,0.30646235842771485,0.20256346257904703,-0.29191817626713257,0.004576309672296379,0.5699030918527963,0.20258405361996645,-0.2921002157307261,0.00457901749940051,0.5699083768643505,0.2042642625145275,-0.29434942467393377,0.004655012358257427,0.5739674478501195,0.20551743643117848,-0.29607463889041774,0.004712669521754619,-0.5769742090148291,0.20920924328966414,-0.3008458529472136,0.004880660203048212,-0.5858899660938442,0.20907217097304487,-0.300852534210365,0.0048766181178249495,0.5855053227848088,0.20962670305878556,-0.30170901345669116,0.004903734250306368,0.5867989827536281,0.21098928066274886,-0.3035805917643218,0.004967909433869551,0.5900418232138707,0.21139558415975995,-0.30426189609164417,0.004988607999125162,0.5909706028327825
24,0.31978680879413723,0.211072109180086,-0.2916170366310199,0.004975216959593917,0.5690705555782367,0.21109354984530446,-0.29179881357190235,0.0049781607580900765,0.5690757991799195,0.21284122735470434,-0.294042177351934,0.005060709971814911,0.573120367638942,0.21414468865955819,-0.2957629162715949,0.005123339376324168,-0.5761162721511021,0.2179844224496988,-0.3005211597192166,0.005305806667100587,-0.5849994155207625,0.21784187716670972,-0.3005280594177733,0.005301419032232822,0.5846161359653231,0.2184186292934004,-0.30138238819817453,0.005330873494103488,0.5859049857548986,0.21983573680264193,-0.303248927816928,0.005400578057811868,0.5891357257798092,0.22025830751395545,-0.30392854818806964,0.005423061664157895,0.5900609906118489
25,0.3331112591605596,0.21954311586210618,-0.29130365767839345,0.005389843330061325,0.5682040649915469,0.2195654004003735,-0.29148516156110454,0.0053930323857641505,0.5682092655222047,0.2213798468338928,-0.29372244901004096,0.005482382061113652,0.572238754786019,0.22273306952733365,-0.29543853573583545,0.005550170313608375,-0.57522337121356,0.22671915382273253,-0.3001832967973489,0.005747655664397907,-0.5840726061261824,0.22657119654173807,-0.30019042338789453,0.0057429100437923755,0.5836907445374058,0.2271699320227608,-0.3010425167884327,0.005774790572535322,0.5849745933809831,0.22864097939070596,-0.30290381910454556,0.005850231164359294,0.588192753231582,0.22907964226597788,-0.3035816890591471,0.005874566811072844,0.5891143640008256
