,Epsilons,A_0,E/M,Rounds
0.1,-0.17110360821927903,-0.016766076529044042,0.9914448195890361,21
0.2,-0.17934030629541736,-0.035637353853302196,0.9820659693704583,21
0.3,-0.1892982060346406,-0.05733279121304354,0.9716052690948039,22
0.4,-0.20184044746864685,-0.08307319176562285,0.9596319105062706,24
0.5,-0.2187160423552733,-0.11524206592929008,0.9453209894111817,28
0.6,-0.24460350333772907,-0.1599109187968039,0.9266189489986812,37
0.7,-0.31218929678738633,-0.2562507559585061,0.8907337461244148,106
