,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.3,A of 0.3,B of 0.3,U Bar of 0.4,A of 0.4,B of 0.4,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.6,A of 0.6,B of 0.6,U Bar of 0.7,A of 0.7,B of 0.7
415,124.25149700598801,1.071803853928569e-14,-0.0004045072440698767,0.0004054710401838263,5.669926234939861e-16,-0.0008106316592934772,0.0008116152663341687,5.752221850524446e-15,-0.0012181443809747704,0.001218862326106599,1.952188869379229e-16,-0.0016271539370337675,0.0016279431512679493,1.0174246725960563e-15,-0.002039556017662781,0.0020402662908634204,3.71621258827113e-15,-0.0024584104687268796,0.0024592182665361968,1.8622871978130948e-15,-0.002899011976583767,0.002899875813371573
416,124.55089820359281,1.038065483758289e-14,-0.00040353409976760833,0.00040449789588155793,1.357426957647592e-15,-0.0008086829654717347,0.0008096665725124263,5.070863232092726e-15,-0.0012152166945852134,0.001215934639717042,1.2425134435038363e-15,-0.001623242048665626,0.0016240312628998078,3.41842295054462e-16,-0.0020346513134710817,0.002035361586671721,4.4373477605805005e-15,-0.0024524961505148035,0.0024533039483241206,1.3235222874712297e-15,-0.002892034826017728,0.002892898662805534
417,124.85029940119759,1.1159582263391543e-14,-0.0004025656200669319,0.0004035294161808815,1.5453963671695528e-15,-0.0008067436161569438,0.0008077272231976353,4.889952809545459e-15,-0.0012123030529243935,0.001213020998056222,1.2885936017182564e-15,-0.0016193489340953471,0.001620138148329529,1.4680904825562604e-15,-0.002029770157433055,0.0020304804306336944,5.11360860936286e-15,-0.0024466102396073306,0.0024474180374166477,1.4654775809083043e-15,-0.0028850912024142,0.002885955039202006
418,125.14970059880238,1.1564505857157109e-14,-0.0004016017714985422,0.0004025655676124918,1.4431008007010374e-15,-0.0008048135442736635,0.0008057971513143551,3.862176911184242e-15,-0.0012094033551376209,0.0012101213002694495,1.2164908579224465e-15,-0.001615474458454164,0.0016162636726883457,2.5211619784534944e-15,-0.0020249123803121605,0.0020256226535128,5.324921877482332e-15,-0.002440752531760926,0.0024415603295702432,1.5087676170309061e-15,-0.002878180864614434,0.00287904470140224
419,125.44910179640718,1.0574591903353283e-14,-0.00040064252091261994,0.00040160631702656954,1.1928887883350104e-16,-0.000802892683386988,0.0008038762904276795,2.7591270641488195e-15,-0.0012065175013337036,0.0012072354464655322,1.5665502003146553e-15,-0.001611618488162277,0.0016124077023964589,2.038497716546819e-15,-0.002020077814489948,0.0020207880876905874,4.558183846713167e-15,-0.0024349228246856643,0.0024357306224949814,1.3369126587366793e-15,-0.0028713035737673964,0.0028721674105552024
420,125.74850299401197,1.1568706056269006e-14,-0.00039968783547502805,0.00040065163158897765,1.1517268162103093e-15,-0.0008009809676949183,0.0008019645747356099,3.0514610781432962e-15,-0.0012036453925734674,0.001204363337705296,1.3235819719655362e-15,-0.0016077808909134921,0.001608570105147674,8.102394070619531e-16,-0.0020152662939467627,0.002015976567147402,3.568391475439536e-15,-0.0024291209180219227,0.00242992871583124,1.0481352439651547e-15,-0.0028644590933022303,0.0028653229300900362
421,126.04790419161675,1.1808058151926946e-14,-0.0003987376826635627,0.0003997014787775123,2.909771440468325e-15,-0.0007990783320208416,0.0008000619390615332,2.8727816485864104e-15,-0.001200786930858441,0.0012015048759902696,1.142920317954702e-15,-0.0016039615356600746,0.0016047507498942563,6.970316332421159e-17,-0.0020104776542427265,0.002011187927443366,3.2086352648675093e-15,-0.002423346613317411,0.002424154411126728,9.143123028923954e-16,-0.002857647188901108,0.002858511025688914
422,126.34730538922155,1.1186118759000981e-14,-0.00039779203026425725,0.00039875582637820684,3.1615928618921934e-15,-0.0007971847118061198,0.0007981683188468114,3.556722347412938e-15,-0.0011979420191197008,0.0011986599642515295,8.100265356446514e-16,-0.0016001602925978218,0.0016009495068320036,7.533036135085799e-16,-0.0020057117324989897,0.002006422005699629,2.4739983154902335e-15,-0.0024175997140045264,0.0024184075118138435,7.365889367406364e-16,-0.0028508676284724694,0.0028517314652602753
423,126.64670658682634,1.1122835403765711e-14,-0.00039685084636773883,0.0003978146424816884,2.893724980206748e-15,-0.0007953000431027809,0.0007962836501434724,2.5641302645620758e-15,-0.0011951105612068747,0.0011958285063387033,1.4723994273688567e-16,-0.0015963770331513458,0.0015971662473855276,1.8564871709038776e-15,-0.0020009683673792504,0.0020016786405798897,1.6553098750022663e-15,-0.002411880025378031,0.0024126878231873483,6.653762176615898e-16,-0.0028441201821246434,0.0028449840189124494
424,126.94610778443112,1.134130262972988e-14,-0.0003959140993656363,0.0003968778954795859,2.6681532936736877e-15,-0.0007934242625663152,0.0007944078696070068,2.858369476141673e-15,-0.0011922924618773007,0.0011930104070091293,2.269670079512654e-16,-0.0015926116299595657,0.0015934008441937475,1.0580201157334972e-15,-0.001996247399071534,0.0019969576722721734,7.581952403345651e-16,-0.0024061873545730464,0.0024069951523823636,9.473744958389045e-16,-0.0028374046221398418,0.0028382684589276477
425,127.24550898203591,1.142818880905282e-14,-0.0003949817579470393,0.0003959455540609889,1.9681920810783513e-15,-0.0007915573074485731,0.0007925409144892647,3.0365671763628113e-15,-0.0011894876267853412,0.0011902055719171698,1.0675553963630783e-15,-0.0015888639568614046,0.0015896531710955864,6.478479486567671e-16,-0.0019915486692702322,0.0019922589424708715,4.2601189118904405e-17,-0.0024005215105433564,0.0024013293083526735,3.187465416751053e-16,-0.002830720722948521,0.002831584559736327
426,127.54491017964071,1.21136408057157e-14,-0.0003940537910950069,0.0003950175872089565,1.9504225022867e-15,-0.0007896991155907628,0.0007906827226314544,2.4244889305830655e-15,-0.0011866959624718444,0.001187413907603673,2.217876843013484e-15,-0.001585133888881688,0.0015859231031158697,1.1913178425606569e-15,-0.001986872021158393,0.0019875822943590323,9.016723955486893e-16,-0.0023948823040400207,0.002395690101849338,8.734161597410373e-16,-0.002824068261104108,0.002824932097891914
