,Epsilons,A_0,E/M,Rounds
0.1,-0.16958652080717654,-0.016634505198004496,0.9915206739596412,20
0.2,-0.1774837245228664,-0.03529751436876895,0.9822516275477133,20
0.3,-0.18694461499530726,-0.05664787840787098,0.9719583077507039,22
0.4,-0.19869140354215273,-0.08176909844193644,0.9602617192915694,24
0.5,-0.21411761932997717,-0.11267719378035228,0.9464705951675058,27
0.6,-0.23655063630318085,-0.15399842485271265,0.9290348091090458,33
0.7,-0.2795168277579619,-0.22352876751802697,0.9021691102847134,56
