,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.7,A of 0.7,B of 0.7,U Bar of 0.74,A of 0.74,B of 0.74,U Bar of 0.742,A of 0.742,B of 0.742
432,17.24550898203593,0.002810209634768948,-0.0029072667575142314,0.002907996285072952,0.002149496878491946,-0.005834032546145323,0.00583490788884738,0.0006603506353167901,-0.014772458647709255,0.014773179077063204,0.00010407875365708326,-0.021059102534267838,0.021060073537484836,2.780111920893615e-05,-0.022561613622150704,0.02256258596854562,2.1171710817406567e-05,-0.022687338384175346,0.022688328505584315
433,17.285429141716566,0.0027484358315209094,-0.002900531303901695,0.0029012617314231027,0.002101179006112332,-0.005820478247849674,0.00582135465081094,0.0006440836067509903,-0.014737832611691842,0.014738553295739684,0.00010116673080062128,-0.021009428576123323,0.021010399588268728,2.6956165642687938e-05,-0.022508315309882065,0.022509287656949973,2.051759999737049e-05,-0.022633736263312703,0.02263472638511284
434,17.325349301397207,0.002687646977345588,-0.0028938269773798,0.002894558263794143,0.002053672408320526,-0.005806986774397267,0.005807864188391006,0.0006281457690256727,-0.014703368523383,0.014704089449342988,9.832757417519863e-05,-0.02095998843064604,0.020960959451215087,2.613501436151052e-05,-0.022455268253532244,0.022456240601231907,1.9882328027372328e-05,-0.02258038686290444,0.02258137698507139
435,17.365269461077844,0.0026278224186120397,-0.0028871535627470464,0.0028878856686393828,0.002006959594989026,-0.005793557690088736,0.005794436067934808,0.0006125292151592066,-0.014669065249216857,0.01466978640490726,9.555926995906744e-05,-0.020910780450657238,0.02091175147917281,2.5336947433486766e-05,-0.022402470680298044,0.022403443028590708,1.9265316884382574e-05,-0.022527288399582925,0.022528278522093822
436,17.405189620758485,0.0025689417921639793,-0.002880510846778335,0.0028812437343241947,0.0019610233403800203,-0.005780190563240903,0.005781069859723212,0.0005972261898151868,-0.014634921666182066,0.01463564303999342,9.285985354553084e-05,-0.02086180300441633,0.02086277404042744,2.4561266866241142e-05,-0.02234992083401788,0.022350893182867117,1.866600497428098e-05,-0.022474439106723504,0.022475429229556882
437,17.44510978043912,0.0025109850195921993,-0.00287389861820243,0.0028746322511059926,0.0019158466777651304,-0.005766884966140735,0.005767765137928021,0.0005822290857821288,-0.014600936661699277,0.014601658242567938,9.022740821693966e-05,-0.020813054475440407,0.02081402551852079,2.380729400105912e-05,-0.022297616974976935,0.02229858932434851,1.8083846636714514e-05,-0.022421837234248437,0.022422827357384146
438,17.48502994011976,0.0024539323015337483,-0.002867316667679724,0.0028680510111144183,0.0018714128940524983,-0.0057536404749999265,0.0057545214805697735,0.0005675304405060852,-0.014567109133500317,0.014567830910883223,8.766006382095138e-05,-0.020764533262326308,0.020765504312073062,2.3074368942791153e-05,-0.022245557379715033,0.022246529729576775,1.751831166127863e-05,-0.022369481048433597,0.022370471171852722
439,17.5249500998004,0.0023977641120645357,-0.002860764787780307,0.0028614998083317353,0.001827705524525524,-0.0057404566699101,0.00574133846947603,0.0005531229326745285,-0.014533437989509035,0.014534159953359653,8.515599550297955e-05,-0.02071623777857516,0.02071720883460748,2.236184999693009e-05,-0.02219374034083723,0.022194712691158896,1.6968884809472422e-05,-0.02231736883171786,0.02231835895540264
440,17.564870259481037,0.002342461193115767,-0.002854242772962326,0.0028549784385734295,0.0017847083476087782,-0.005727333134798617,0.005728215690240144,0.0005389993788810344,-0.01449992214772381,0.014500644288469186,8.271342246159823e-05,-0.02066816645241936,0.020669137514377336,2.1669113114098595e-05,-0.022142164166827013,0.022143136517580184,1.6435065352906007e-05,-0.022265498882515142,0.02226648900644891
441,17.604790419161677,0.0022880045489507687,-0.002847750419550636,0.002848486699469016,0.0017424053796961777,-0.005714269457384987,0.00571515273218052,0.0005251527303248832,-0.014466560536101665,0.014467282844620545,8.033060672976732e-05,-0.02062031772665197,0.02062128879419544,2.0995551361289756e-05,-0.022090827181862123,0.02209179953302009,1.5916366636361023e-05,-0.022213869515029103,0.02221485963919621
