,Epsilons,A_0,E/M,Rounds
0.1,-0.16949453685100233,-0.01662657813430191,0.9915252731574499,20
0.2,-0.17737046570083786,-0.03527674193560916,0.9822629534299162,20
0.3,-0.18679896486798292,-0.05660489036792129,0.9719801552698025,21
0.4,-0.19850122849734064,-0.0816899548835386,0.9602997543005318,24
0.5,-0.2138442352456148,-0.11252408776869935,0.9465389411885963,27
0.6,-0.23609106007131792,-0.15366088807218803,0.9291726819786046,33
0.7,-0.27822265811830926,-0.2222667384015251,0.9026220696585918,54
