,Epsilons,A_0,E/M,Rounds
0.1,-0.1700597915590842,-0.016675450876980556,0.9914970104220457,20
0.2,-0.17806322215127698,-0.03540361537974915,0.9821936777848723,20
0.3,-0.18767852014449912,-0.05686188560778566,0.9718482219783251,22
0.4,-0.1996682458719998,-0.08217447190704383,0.9600663508256,24
0.5,-0.21552890390709198,-0.11346533895321637,0.946117774023227,27
0.6,-0.23895569382696055,-0.15576209477496858,0.9283132918519118,34
0.7,-0.2868585693046146,-0.23072217743479714,0.8995995007433849,62
