,ZETA,U Bar of 0.01,A of 0.01,B of 0.01,U Bar of 0.02,A of 0.02,B of 0.02,U Bar of 0.03,A of 0.03,B of 0.03,U Bar of 0.04,A of 0.04,B of 0.04,U Bar of 0.05,A of 0.05,B of 0.05,U Bar of 0.06,A of 0.06,B of 0.06,U Bar of 0.07,A of 0.07,B of 0.07,U Bar of 0.08,A of 0.08,B of 0.08,U Bar of 0.09,A of 0.09,B of 0.09,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.3,A of 0.3,B of 0.3,U Bar of 0.4,A of 0.4,B of 0.4,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.6,A of 0.6,B of 0.6,U Bar of 0.7,A of 0.7,B of 0.7,U Bar of 0.71,A of 0.71,B of 0.71,U Bar of 0.72,A of 0.72,B of 0.72,U Bar of 0.73,A of 0.73,B of 0.73,U Bar of 0.74,A of 0.74,B of 0.74,U Bar of 0.7403,A of 0.7403,B of 0.7403,U Bar of 0.7406,A of 0.7406,B of 0.7406,U Bar of 0.7409,A of 0.7409,B of 0.7409,U Bar of 0.7412,A of 0.7412,B of 0.7412,U Bar of 0.7415,A of 0.7415,B of 0.7415,U Bar of 0.7418,A of 0.7418,B of 0.7418,U Bar of 0.7421,A of 0.7421,B of 0.7421,U Bar of 0.7424,A of 0.7424,B of 0.7424,U Bar of 0.7427,A of 0.7427,B of 0.7427
0,0.0,0.0,-0.001585556317560684,0.0,0.0,-0.00318724265005239,0.0,0.0,-0.004805430859931158,0.0,0.0,-0.006440507646831984,0.0,0.0,-0.008092869465320583,0.0,0.0,-0.009762935890430459,0.0,0.0,-0.011451135768482917,0.0,0.0,-0.01315791692028861,0.0,0.0,-0.014883740102430217,0.0,0.0,-0.016629106791535328,0.0,0.0,-0.0352791179324498,0.0,0.0,-0.056606646508243465,0.0,0.0,-0.08168896382108523,0.0,0.0,-0.1125202479434597,0.0,0.0,-0.15364985764144545,0.0,0.0,-0.22221673476145698,0.0,0.0,-0.23345320708134407,0.0,0.0,-0.24692341197392395,0.0,0.0,-0.26442049347064184,0.0,0.0,-0.2937058501038356,0.0,0.0,-0.2951768739163474,0.0,0.0,-0.2967457156655989,0.0,0.0,-0.2984339644362908,0.0,0.0,-0.30027199461275644,0.0,0.0,-0.30230593292956504,0.0,0.0,-0.30461930334851317,0.0,0.0,-0.30733441082649937,0.0,0.0,-0.3108195663817129,0.0,0.0,-0.3147862443563178,0.0
1,0.013324450366422385,0.003151277704885939,-0.0015855562985050131,2.4806100577712548e-08,0.003169486257419663,-0.0031872425725556442,5.014587533185322e-08,0.0031879865919702305,-0.00480543068261884,7.603633297596084e-08,0.0032067878272559465,-0.00644050732623087,1.024952919790099e-07,0.0032258958171672916,-0.008092868955743075,1.295411365935478e-07,0.003245322730029846,-0.009762935143848545,1.5719349083306755e-07,0.0032650762933597605,-0.011451134734396925,1.8547253975864538e-07,0.00328516627761471,-0.013157915545585047,2.1439952337454172e-07,0.0033056012028916345,-0.014883738331232545,2.439964438206186e-07,0.0033263975547970794,-0.01662910456503136,2.7428749000089124e-07,0.003556692646529632,-0.0352791071324237,6.213776631278747e-07,0.003839101257738963,-0.056606616219336506,1.0748551845102814e-06,0.004199228352574582,-0.08168889406792408,1.6947825701808502e-06,0.004687183680783084,-0.11252009818597197,2.6037090719246615e-06,0.005425056592248391,-0.1536495283212785,4.115218082093984e-06,0.006915204686531958,-0.22221582773833268,7.6079943749182735e-06,0.007194991720145902,-0.23345215977964034,8.322894633805372e-06,0.007545078815421206,-0.24692217513602904,9.241797731353573e-06,0.008024922486849115,-0.26441897171476736,1.0543787079538078e-05,0.00889610390955817,-0.29370373759445184,1.302721184097182e-05,0.008942239947927866,-0.2951747275046863,1.3162869367607253e-05,0.008991703146352269,-0.2967435326159668,1.3308761983025055e-05,0.009045232655774858,-0.29843174139848155,1.3467172216791182e-05,0.009103868412968636,-0.30026972736897717,1.364131651798931e-05,0.009169190552637426,-0.30230361594297606,1.383608289083666e-05,0.00924406697764837,-0.3046169287098577,1.4060302706391163e-05,0.009332676309258508,-0.3073319670596007,1.432704052794927e-05,0.009447668887392124,-0.31081703148762824,1.4675346076466273e-05,0.009578968513709221,-0.31478360289255575,1.5077315852808363e-05
2,0.02664890073284477,0.006302383444187322,-0.0015855314352387106,7.441559739474665e-08,0.006338798479869172,-0.0031871921941952863,1.504321311655578e-07,0.0063757970325131015,-0.004805354114360928,2.2810062406376916e-07,0.006413397337789164,-0.006440403869157468,3.0747452786069474e-07,0.006451611102139633,-0.008092737885909031,3.886089914770337e-07,0.006490462659968614,-0.009762775710663711,4.715628829099305e-07,0.006529967464647662,-0.011450946159671368,5.56396753132326e-07,0.006570145055099967,-0.013157697022047653,6.431743177205449e-07,0.006611012469673132,-0.014883489021321153,7.319615783623892e-07,0.006652602676560845,-0.0166288235981883,8.228310966714603e-07,0.007113164003558623,-0.03527845335551595,1.8640575233841689e-06,0.007677942776257315,-0.056605450499991515,3.2244256589238966e-06,0.00839814293223898,-0.08168699003243868,5.084108207385144e-06,0.0093739711874064,-0.11251704522056313,7.810719492477375e-06,0.010849571608481086,-0.15364442518521626,1.2344913233527622e-05,0.013829493566595226,-0.22220549883408816,2.2822240363333135e-05,0.014388984791302262,-0.23344069517377258,2.496669864415819e-05,0.015089049522274,-0.2469092230681804,2.7723078241964616e-05,0.016048576174001575,-0.2644038629849371,3.162854501054952e-05,0.017790614956881008,-0.29368437337123776,3.9077754395290925e-05,0.01788286868637514,-0.2951551259290288,3.948466475093108e-05,0.017981775278611598,-0.2967236752467637,3.9922275213567364e-05,0.018088812707897906,-0.29841160566880837,4.0397432204933734e-05,0.01820606038577457,-0.3002492848930469,4.091978342375988e-05,0.01833667787908686,-0.3022828294903852,4.150399037473734e-05,0.01848639972393974,-0.3045957451025266,4.217654265336415e-05,0.018663581280229425,-0.3073103093555763,4.297662716832202e-05,0.018893517605037057,-0.31079475213116065,4.402137302299925e-05,0.01915606020934349,-0.3147606018985904,4.522708229291466e-05
3,0.039973351099267154,0.009453145272770268,-0.0015854899982702961,1.5709088039012887e-07,0.009507762653171077,-0.0031871082339486327,3.175612365898264e-07,0.009563255191320851,-0.004805226506236364,4.815187720415397e-07,0.009619650236342763,-0.006440231448367875,6.490763175094548e-07,0.0096769653445399,-0.008092519445958903,8.203502863198506e-07,0.00973523701191279,-0.009762510000652902,9.954649421154338e-07,0.009794488414350556,-0.01145063188270398,1.1745481010244943e-06,0.009854748855273824,-0.013157332832763291,1.3577342591879698e-06,0.009916043887578562,-0.014883073523878848,1.5451627384537316e-06,0.009978422956010782,-0.01662835534175927,1.7369867076743126e-06,0.010669192810203504,-0.03527736378143697,3.934989004364108e-06,0.011516264851826162,-0.0566035077392259,6.806668942486609e-06,0.012596430011907852,-0.08168381682896805,1.0732342855487178e-05,0.014059966408745793,-0.11251195728786637,1.6487976651692984e-05,0.01627300356999676,-0.1536359206371026,2.6059080802248358e-05,0.02074195103947287,-0.22218828582966474,4.8174622933802906e-05,0.021580980797831842,-0.23342158963663365,5.270102301087983e-05,0.022630804283682207,-0.24688763885120607,5.8518972863601356e-05,0.024069692593471304,-0.26437868499652056,6.676221435877598e-05,0.026681940745353742,-0.2936521043771486,8.248485395921041e-05,0.0268202754795555,-0.2951224614367464,8.334368422047714e-05,0.02696858586516433,-0.29669058452880176,8.426730901136585e-05,0.02712908804483484,-0.2983780511230593,8.527017808690304e-05,0.02730489998110411,-0.3002152192217733,8.637265344116101e-05,0.027500759268168525,-0.3022481906585886,8.760567896966219e-05,0.027725264536725747,-0.30456044450251624,8.902516243525269e-05,0.02799094412103167,-0.3072742187834672,9.071380966627773e-05,0.028335726552537657,-0.31075762572352944,9.291882787059615e-05,0.028729398865228233,-0.31472227305938744,9.546356238013467e-05
4,0.05329780146568954,0.012603391286403302,-0.001585431990313335,2.7282113186174777e-07,0.012676204804699599,-0.003186990697348753,5.515112058619079e-07,0.012750184980326389,-0.0048050478667084895,8.362572586099749e-07,0.012825368270583358,-0.006439990075371682,1.1272552306906743e-06,0.012901778077626842,-0.008092213650569707,1.4247072838548802e-06,0.012979463052321914,-0.009762138031787538,1.7288292124062658e-06,0.013058454088070803,-0.011450191924893629,2.039842979570776e-06,0.013138790246837612,-0.013156823002697665,2.3579821486401343e-06,0.013220505590520041,-0.014882491867584238,2.6834886629849947e-06,0.013303666031364698,-0.01662769982828925,3.0166285120866597e-06,0.014224557862810036,-0.03527583849177024,6.833868540584121e-06,0.015353807851648754,-0.0566007880955872,1.182102031675576e-05,0.01679377595609267,-0.0816793747444358,1.8638515718152828e-05,0.018744773359626973,-0.1125048349107024,2.863381963065776e-05,0.021694811192378798,-0.153624015716697,4.525468251369081e-05,0.02765166191455279,-0.22216419155884065,8.365792309733791e-05,0.028769981789079184,-0.23339484647375758,9.151763123308907e-05,0.03016923580394896,-0.24685742644992711,0.00010161985938142207,0.03208700393766203,-0.2643434427512155,0.0001159330618384439,0.03556848980465109,-0.29360693792987186,0.0001432322799528129,0.03575285053400316,-0.29507674148495233,0.00014472343398811818,0.03595050533414587,-0.2966442680706425,0.00014632708451103388,0.03616440753392916,-0.29833108553600474,0.00014806831910292974,0.036398712261807596,-0.30016753831476867,0.00014998249010909524,0.036659733032980875,-0.3021997076165685,0.000152123322071619,0.036958928766336246,-0.30451103532329765,0.00015458788171041388,0.037312995126384974,-0.30722370405241645,0.00015751976158214198,0.03777247726161999,-0.31070566136787536,0.00016134816066705923,0.03829710944549051,-0.31466862594370576,0.0001657663582578852
5,0.06662225183211193,0.015752949642255147,-0.0015853574151664322,4.2159121089762104e-07,0.015843951024178873,-0.003186839592141524,8.522512677960784e-07,0.01593641037479971,-0.0048048182076259665,1.2922691732322338e-06,0.016030373252563606,-0.0064396797662829705,1.7419476875175732e-06,0.016125868900107334,-0.008091820520291108,2.201599183135037e-06,0.016222958114188914,-0.009761659829231122,2.6715570967832325e-06,0.016321679499072803,-0.011449626316204303,3.152164396495818e-06,0.016422081867310687,-0.01315616756681095,3.6437819737420452e-06,0.016524207782420048,-0.014881744092598733,4.146783667903435e-06,0.016628139612072483,-0.01662685710335634,4.661580473031298e-06,0.017779038043538423,-0.03527387760082773,1.056027153936551e-05,0.01919031224935004,-0.05659729179134208,1.8266690265812937e-05,0.020989867266698783,-0.08167366418129687,2.8801270265764095e-05,0.023427996243853683,-0.11249567882282999,4.4245929081208595e-05,0.027114453482840622,-0.15360871188416403,6.992747938962452e-05,0.034557711617387785,-0.22213322000394656,0.00012926208394935452,0.03595499051310858,-0.23336047033080262,0.00014140505169688968,0.03770323760077212,-0.24681859143703413,0.00015701234011582512,0.040099243391891665,-0.26429814327969703,0.0001791247565867662,0.04444867205781458,-0.2935488843166239,0.00022129745631445177,0.04467898547377994,-0.29501797655690665,0.00022360097260878812,0.04492590555746157,-0.29658473656849405,0.00022607826453961347,0.04519312151512671,-0.2982707198375544,0.00022876808514194603,0.045485823795403585,-0.30010625336184277,0.000231725043470423,0.04581189902765176,-0.3021373918485212,0.00023503212821455246,0.04618566134660592,-0.3044475293928313,0.00023883927926645032,0.04662796622592765,-0.3071587774061113,0.00024336830381276538,0.04720195296752191,-0.31063887186185857,0.00024928218826691793,0.047857318698668924,-0.3145996740038717,0.00025610711023297704
6,0.07994670219853431,0.018901648579236593,-0.001585266277712503,6.033816564638801e-07,0.01901082748442304,-0.003186654928283919,1.2197418715316753e-06,0.019121755434463265,-0.004804537544219613,1.8494942209440255e-06,0.01923448708015076,-0.006439300541815465,2.4930719678791693e-06,0.019349057497919087,-0.008091340081538482,3.1509221299813443e-06,0.019465539619207127,-0.00976107542532974,3.823521868078594e-06,0.01958397975080958,-0.011448935095152732,4.511361981663341e-06,0.019704436445951077,-0.013155366570041958,5.2149589184526835e-06,0.019826960760525394,-0.014880830250546855,5.9348476539751775e-06,0.01995165150254499,-0.01662582722554763,6.671616332789472e-06,0.021332412348967374,-0.035271481255543635,1.5113652299363384e-05,0.023025518660383743,-0.05659301911217663,2.6142664123279768e-05,0.025184390628784484,-0.08166668565681494,4.121886321718981e-05,0.02810923951713119,-0.11248448996727319,6.332132461146373e-05,0.03253138983733042,-0.15359001101594866,0.00010007202482453074,0.041459186394807175,-0.2220953762818686,0.00018497418578566907,0.04313501064931284,-0.23331846717680008,0.00020234854772963943,0.045231704276001795,-0.24677114097242506,0.00022467920477709728,0.048105145464831814,-0.2642427956146924,0.0002563163214825726,0.05332089928490585,-0.2934779567529024,0.00031665138647983787,0.05359707381217173,-0.2949461801198956,0.0003199468343573914,0.053893160331223655,-0.29651200376314035,0.0003234908752512291,0.05421358229097157,-0.29819696806864276,0.00032733894646257177,0.05456456315475464,-0.3000313787377255,0.00033156916766248197,0.054955559160085404,-0.3020612581072609,0.0003363002562451448,0.05540373332175836,-0.30436994190542804,0.0003417467053707982,0.05593409152818852,-0.30707945457277547,0.0003482258135223169,0.056622339175808806,-0.31055727364515345,0.00035668599869851194,0.057408155751385116,-0.314515434520314,0.00036644939573448145
7,0.0932711525649567,0.022049316438496266,-0.0015851585839180686,8.181686917739009e-07,0.022176660462089243,-0.0031864367179424524,1.653934695279171e-06,0.022306044324543722,-0.004804205895100128,2.5078587357626156e-06,0.0224375317584504,-0.006438852427279407,3.380528229555855e-06,0.02257116366601112,-0.008090772366588842,4.2725492398741886e-06,0.02270702509989458,-0.00976038485960705,5.184568696806557e-06,0.022845170059440666,-0.011448118308802347,6.117252019993044e-06,0.022985666826643256,-0.01315442006730112,7.071299401246212e-06,0.023128574938691148,-0.01487975040450807,8.047436150339594e-06,0.02327400962584757,-0.01662461026644988,9.046459661918211e-06,0.02488445991863365,-0.035268649635449505,2.0493344124969113e-05,0.026859167877461378,-0.05658797040714436,3.544770227660213e-05,0.029377032956282117,-0.08165843980296104,5.5889164874640206e-05,0.032788107949955986,-0.11247126949611908,8.585636532638488e-05,0.037945080137571814,-0.153567915404323,0.00013568166550645573,0.04835517351998189,-0.22205066664251863,0.00025077844812715464,0.05030904704093678,-0.2332688443023013,0.000274330119900101,0.05275353178635619,-0.2467150838008768,0.00030459943315068564,0.05610344631897302,-0.2641774107878546,0.0003474821364437457,0.062183585586724655,-0.29339417137737905,0.000429258658104929,0.06250551142341532,-0.294861368619997,0.0004337250340406348,0.06285064585621634,-0.29642608643456775,0.000438528311036011,0.06322414461669777,-0.2981098473757018,0.0004437436187090421,0.06363326141880304,-0.2999429319963674,0.0004494768260527591,0.06408901790480326,-0.3019713244083232,0.00045588882059488387,0.06461141837337801,-0.3042782914156198,0.00046327028720345004,0.06522960786467799,-0.30698575475875506,0.0004720512297706111,0.06603182422923773,-0.3104608867926501,0.00048351695705599855,0.06694775270215791,-0.314415928594303,0.000496748735518614
8,0.10659560293137908,0.025195781683757367,-0.001585034340832355,1.0659242296102683e-06,0.0253412763583934,-0.003186184975491421,2.154772657240936e-06,0.025489101336839855,-0.004803823282255275,3.267275697255822e-06,0.02563932942120588,-0.00643833545257776,4.404198530765399e-06,0.025792007330093524,-0.008090117413575992,5.566330626674519e-06,0.02594723222171856,-0.009759588178758336,6.7545146862997815e-06,0.02610506577632195,-0.0114471760127562,7.96961749326427e-06,0.026265585990779338,-0.01315332812346216,9.212551123788603e-06,0.026428860870668962,-0.014878504629007215,1.0484260370379076e-05,0.026595022047386282,-0.016623206310638645,1.1785783922585256e-05,0.02843496006356322,-0.035265382952646335,2.6698559483460355e-05,0.030691000905910547,-0.0565821460886103,4.618034046897279e-05,0.033567481437665726,-0.08164892736630745,7.280965966315903e-05,0.03746420669043044,-0.11245601877031065,0.00011184675079794423,0.043354984848039325,-0.15354242775692536,0.00017674854332209457,0.05524476149736496,-0.22199909846724517,0.00032665623489720654,0.05747610592749731,-0.23321161031744092,0.00035732851207236326,0.06026761771396369,-0.2466504302495925,0.0003967482023887439,0.06409288410087559,-0.2641020018264327,0.00045259194769616223,0.07103514784827329,-0.293297547246356,0.0005590774568868522,0.07140269701422308,-0.2947635614763931,0.0005648930810977957,0.07179674121814131,-0.2963270043961204,0.0005711473489256433,0.07222316619002966,-0.2980093780046424,0.0005779380776521363,0.07269025267307191,-0.29984093386472566,0.0005854031063538183,0.07321058281551011,-0.30186761202352747,0.0005937519068200928,0.07380699334710099,-0.30417259983145856,0.0006033629448950382,0.0745127553336638,-0.3068777006414942,0.0006147960701563267,0.07542859987437643,-0.31034973500699187,0.0006297247229532378,0.07647424521490073,-0.3143011811399605,0.0006469526120839535
9,0.11992005329780146,0.028340872921719926,-0.0015848935565862341,1.3466158786185652e-06,0.02850450171979633,-0.003185899717510707,2.7221899284115774e-06,0.028670750910746626,-0.004803389731046563,4.127644750165283e-06,0.028839702352169056,-0.006437749652201651,5.563946856816036e-06,0.02901140856836205,-0.008089375266484745,7.032093436651184e-06,0.029185978805180257,-0.009758685436643419,8.533148914368302e-06,0.029363482410458164,-0.01144610827114849,1.0068208129705156e-05,0.029544007080105357,-0.013152090813352228,1.1638423128826184e-05,0.029727629273321624,-0.014877093010003107,1.3244987278172771e-05,0.02991449699854686,-0.01662161545566529,1.4889212543967807e-05,0.03198369229476378,-0.035261681451770846,3.372839019343008e-05,0.034520758998999396,-0.056575546632182366,5.8338890164358176e-05,0.037755423581577054,-0.08163814920789601,9.197744678910588e-05,0.04213714132703147,-0.11243873935938668,0.00014128752226147534,0.04876056511282891,-0.1535135511961755,0.00022326359773425437,0.062127040267433487,-0.22194068026680555,0.00041258606097991496,0.06463519517698461,-0.23314677514946625,0.0004513192190879879,0.0677728615367153,-0.24657719222507488,0.0005010968962804507,0.07207219927119275,-0.26401658374903353,0.0005716108795820739,0.07987400620186272,-0.29318810632673653,0.0007060595842131443,0.08028703259491829,-0.2946527810741611,0.0007134019976089323,0.08072982886748015,-0.2962147804870935,0.0007212981669923509,0.08120900814063745,-0.297895583293229,0.0007298715780181064,0.08173387450974294,-0.29972540823489374,0.0007392962399317497,0.08231856503727218,-0.3017501454728263,0.0007498365914550782,0.0829887387789159,-0.30405289240603434,0.0007619704120185792,0.08378177784356472,-0.3067553183606477,0.0007764044520839496,0.08481086182776716,-0.3102238456091389,0.000795251272829284,0.08598577311196193,-0.3141712208741624,0.0008170004932084925
