,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.3,A of 0.3,B of 0.3,U Bar of 0.4,A of 0.4,B of 0.4,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.6,A of 0.6,B of 0.6,U Bar of 0.7,A of 0.7,B of 0.7,U Bar of 0.71,A of 0.71,B of 0.71,U Bar of 0.72,A of 0.72,B of 0.72,U Bar of 0.73,A of 0.73,B of 0.73,U Bar of 0.74,A of 0.74,B of 0.74,U Bar of 0.74015,A of 0.74015,B of 0.74015,U Bar of 0.74031,A of 0.74031,B of 0.74031,U Bar of 0.74046,A of 0.74046,B of 0.74046,U Bar of 0.74061,A of 0.74061,B of 0.74061,U Bar of 0.74076,A of 0.74076,B of 0.74076,U Bar of 0.74092,A of 0.74092,B of 0.74092,U Bar of 0.74107,A of 0.74107,B of 0.74107,U Bar of 0.74122,A of 0.74122,B of 0.74122,U Bar of 0.74137,A of 0.74137,B of 0.74137,U Bar of 0.74153,A of 0.74153,B of 0.74153,U Bar of 0.74168,A of 0.74168,B of 0.74168,U Bar of 0.74183,A of 0.74183,B of 0.74183,U Bar of 0.74198,A of 0.74198,B of 0.74198,U Bar of 0.74214,A of 0.74214,B of 0.74214,U Bar of 0.74229,A of 0.74229,B of 0.74229,U Bar of 0.74244,A of 0.74244,B of 0.74244,U Bar of 0.74259,A of 0.74259,B of 0.74259,U Bar of 0.74275,A of 0.74275,B of 0.74275,U Bar of 0.7429,A of 0.7429,B of 0.7429
0,0.0,0.0,-0.016627789314289907,0.0,0.0,-0.03527605740301916,0.0,0.0,-0.05660259885978794,0.0,0.0,-0.0816814626352076,0.0,0.0,-0.11250583190280904,0.0,0.0,-0.15362432838926748,0.0,0.0,-0.22215482519771038,0.0,0.0,-0.233385307392464,0.0,0.0,-0.2468317220262856,0.0,0.0,-0.2642948705843473,0.0,0.0,-0.29343121805680206,0.0,0.0,-0.2936382233276648,0.0,0.0,-0.29493347843494955,0.0,0.0,-0.295143054125216,0.0,0.0,-0.2964836138953371,0.0,0.0,-0.29669585401039056,0.0,0.0,-0.2982026470807989,0.0,0.0,-0.29841850503739675,0.0,0.0,-0.30002287096516084,0.0,0.0,-0.30024098239940095,0.0,0.0,-0.30209922853886545,0.0,0.0,-0.3023206038748509,0.0,0.0,-0.30437246253420064,0.0,0.0,-0.3045977878335764,0.0,0.0,-0.3071510164451061,0.0,0.0,-0.30737935363549646,0.0,0.0,-0.3105625367050249,0.0,0.0,-0.31079742652053655,0.0,0.0,-0.31649586389853707,0.0,0.0,-0.3167414313354892,0.0
1,0.013324450366422385,0.003325987232987193,-0.016627787088499817,2.742200187734942e-07,0.0035562182617077795,-0.03527604660678118,6.212128691911266e-07,0.00383868629509353,-0.05660256857959188,1.0746248739221455e-06,0.004198658504378981,-0.08168139290753687,1.6943282056289052e-06,0.004686323027029828,-0.11250568222035437,2.602768194612359e-06,0.005423820630957932,-0.15362399927703252,4.1133817124979326e-06,0.0069127626891856446,-0.22215391908286228,7.602768250776774e-06,0.0071923740914977335,-0.23338426117506655,8.317010464962747e-06,0.007541629773186078,-0.24683048680404973,9.233597822746335e-06,0.008020326052110307,-0.26429335133254606,1.053208220439703e-05,0.008886422649568817,-0.2934291122091927,1.2999797376494802e-05,0.008890769367376494,-0.29363611344078716,1.3014449364493942e-05,0.008933484296656967,-0.29493133805158694,1.3138102457356129e-05,0.008937891063513543,-0.2951409096058797,1.3153014224402868e-05,0.008982303720515089,-0.2964814373987883,1.3282019950331352e-05,0.008986772427619732,-0.29669367327636276,1.3297201978647537e-05,0.009036737080266154,-0.2982004299681981,1.3443033583450189e-05,0.00904129684236802,-0.29841628355645344,1.3458582542068544e-05,0.009094762752411749,-0.30002061016895143,1.3615261270425297e-05,0.009099363876455243,-0.300238717133836,1.3631042908430105e-05,0.009161388651477644,-0.3020969170706573,1.3813811529336562e-05,0.009166060175206487,-0.3023182878024008,1.3829929009897177e-05,0.009234877458117106,-0.30437009454212943,1.4033786729813716e-05,0.009239638060400799,-0.3045954150769276,1.4050311512608226e-05,0.009325513924293167,-0.30714857784035093,1.4306460332103878e-05,0.00933032695525713,-0.30737691011389257,1.4323318825249104e-05,0.009437967126786668,-0.31056000908624876,1.4646915872823076e-05,0.009442929950652492,-0.310794893716003,1.466445155016811e-05,0.009636766631276317,-0.31649317516602954,1.5254455705621056e-05,0.009641957688059885,-0.3167387369496535,1.527310124348603e-05
2,0.02664890073284477,0.006651782091300939,-0.01662750619126953,8.226286963133939e-07,0.00711221530553785,-0.0352753930060313,1.863563175763467e-06,0.00767711291820595,-0.05660140311668914,3.2237347777570636e-06,0.0083970033364503,-0.08167948940288393,5.082745220772224e-06,0.00937225004937562,-0.11250263042091072,7.807897102722573e-06,0.010847099969102606,-0.15361889860109804,1.2339404659748355e-05,0.013824610301450177,-0.22214359812934303,2.2806563889936635e-05,0.014383750351874065,-0.2333728057059999,2.4949048358752246e-05,0.015082152575383678,-0.2468175477826313,2.769848175805204e-05,0.01603938493212936,-0.26427826181904207,3.1593435305358715e-05,0.017771256303443388,-0.29340979538340756,3.899552380802069e-05,0.01777994807956437,-0.2936167698465725,3.903947361102082e-05,0.017865360907299472,-0.2949117793255802,3.941037569846305e-05,0.01787417274767511,-0.29512132356159176,3.945510468976314e-05,0.017962980233755876,-0.29646162642850726,3.984206179470177e-05,0.017971915919335904,-0.29667383441307005,3.988760141367407e-05,0.01807182502773273,-0.298180336150626,4.0325027874147005e-05,0.01808094277462438,-0.29839616108640743,4.037166807711867e-05,0.018187852812587963,-0.30000021308861,4.08416302474936e-05,0.01819705325370604,-0.3002182908653517,4.0888968341407356e-05,0.01832107732258625,-0.3020761694425157,4.1437187178341515e-05,0.01833041851922055,-0.3022975102456793,4.14855325960305e-05,0.01846802454214235,-0.3043489573880278,4.209700777273538e-05,0.018477543842144502,-0.3045742471060137,4.214657485149651e-05,0.018649259560766768,-0.3071269562009748,4.2914896901208145e-05,0.01865888367492854,-0.3073552568672597,4.2965464885755847e-05,0.018874118268353623,-0.3105377799830831,4.393609677966019e-05,0.0188840418779332,-0.3107726315218023,4.3988695902852867e-05,0.019271631161523698,-0.31646985524461146,4.575841227806209e-05,0.019282011088700066,-0.3167153814248663,4.5814340274787357e-05
3,0.039973351099267154,0.0099771922240031,-0.01662703805085259,1.73655946101101e-06,0.010667769942222963,-0.03527430372552408,3.933945491936481e-06,0.011515020232820358,-0.05659946078328886,6.80521057910096e-06,0.01259472086971012,-0.08167631708404757,1.0729465785558549e-05,0.014057385125350666,-0.11249754443127773,1.648201905802349e-05,0.016269296818848436,-0.15361039815267716,2.604745332730363e-05,0.020734627965378505,-0.2221263983739139,4.814153433432295e-05,0.021573131183069916,-0.23335371539419428,5.2663768524653185e-05,0.02262046170688117,-0.24679598530567123,5.846705750523467e-05,0.024055909799026363,-0.26425311585142197,6.668810989013632e-05,0.026652912429840223,-0.2933776053670204,8.231129776353321e-05,0.026665945946003362,-0.2935845352256419,8.24040605949404e-05,0.02679402261804941,-0.29487918623294324,8.318688981296296e-05,0.026807236146000817,-0.29508868494826007,8.328129711224363e-05,0.02694040281323783,-0.29642861302415874,8.409801086859379e-05,0.026953802020784953,-0.29664077453042564,8.4194128983899e-05,0.027103615200170177,-0.29814685144201114,8.511736218040584e-05,0.02711728737799002,-0.2983626286340917,8.521580307636412e-05,0.027277597989448236,-0.29996622305878257,8.620770433153419e-05,0.027291394134492917,-0.3001842521993289,8.63076180728774e-05,0.027477366546485044,-0.30204159530264474,8.746468546087953e-05,0.027491373715199007,-0.30226288623593534,8.756672510995116e-05,0.02769771140542228,-0.3043137341913654,8.885729796593e-05,0.02771198559486133,-0.30453897255954987,8.896191587665131e-05,0.02796946916658069,-0.30709092572182217,9.058352382500825e-05,0.027983900469301503,-0.30731917372135037,9.069025402462074e-05,0.028306638006852226,-0.3105007373100972,9.273884704088527e-05,0.02832151832679144,-0.31073553370987617,9.284986385056169e-05,0.028902692098364206,-0.3164309949933724,9.65849672285339e-05,0.02891825652418258,-0.316676461848845,9.670300935294893e-05
4,0.05329780146568954,0.013302025327635334,-0.016626382699780087,3.0158865554006485e-06,0.014222661039679391,-0.03527277884680579,6.832056389882315e-06,0.015352148673345915,-0.05659674173788035,1.181848776405941e-05,0.016791497569204922,-0.08167187623781993,1.863351953854086e-05,0.01874133243913292,-0.1124904247739528,2.8623474131646992e-05,0.021689870178753432,-0.15359849897072958,4.523449164548551e-05,0.027641901219183945,-0.22210232264691818,8.360046852328457e-05,0.028759519451449368,-0.23332699354103967,9.14529437531962e-05,0.03015545100831805,-0.24676580333171377,0.00010152971644272055,0.03206863447092327,-0.2642179184213915,0.00011580439336382363,0.035529803419900384,-0.29333254944958376,0.0001429309427632,0.03554717370047063,-0.29353941688242874,0.00014309200765735816,0.035717863154262466,-0.29483356620511103,0.00014445120034890812,0.03573547329269893,-0.2950430012126217,0.00014461512022308673,0.03591294568885329,-0.29638240476630434,0.00014603314188435773,0.035930803235476996,-0.2965945012247377,0.00014620003191561618,0.036130459931128775,-0.29809998359155393,0.00014780299463033306,0.036148681211024554,-0.2983156939650268,0.00014797391729650327,0.036362327088709394,-0.29991864801116197,0.0001496961001785994,0.03638071351994308,-0.30013660908423295,0.00014986957975361064,0.03662855787767883,-0.30199320279582337,0.00015187852579504274,0.03664722546928376,-0.3022144239353238,0.00015205569608887361,0.03692220925025773,-0.30426443333638614,0.00015429643214796436,0.03694123261884403,-0.3044895998398768,0.00015447807849163175,0.03728437608267593,-0.30704049508891973,0.00015729355830210813,0.03730360873419815,-0.3072686693810006,0.00015747887153343024,0.03773371205262206,-0.31044889013782034,0.00016103567750175684,0.03775354297222516,-0.31068360937079,0.0001612284325549382,0.03852804915948935,-0.3163766041903051,0.00016771334302957246,0.038548791528910956,-0.31662198802179065,0.00016791829422360308
5,0.06662225183211193,0.016626089169936676,-0.01662554018361072,4.660434017407391e-06,0.017776667551617536,-0.03527081848413617,1.0557471469337096e-05,0.019188238780543283,-0.05659324620264869,1.8262777102645117e-05,0.020987020037305588,-0.08166616726647147,2.879355055747105e-05,0.02342369636375119,-0.11248127218224073,4.4229944357138264e-05,0.02710827933877663,-0.15358320251429608,6.989628370963608e-05,0.034545516216517934,-0.22207137492585732,0.00012917332058299573,0.03594191872125471,-0.23329264478636774,0.0001413051153536735,0.037686015132503956,-0.24672700742462392,0.00015687307978995668,0.040076293756940586,-0.2641726765455756,0.0001789259836161834,0.04440034305305101,-0.293274637878754,0.00022083195786080107,0.044422043467161415,-0.29348142508551156,0.0002210807775338786,0.04463527765415884,-0.29477492968923846,0.00022318043436152048,0.04465727763701669,-0.29498428282334577,0.00022343366387610729,0.04487898452920582,-0.2963230123117823,0.0002256241920548466,0.04490129350787965,-0.29653502517498354,0.00022588200929351195,0.045150713022104765,-0.29803974349321094,0.00022835822298639428,0.045173476302568356,-0.29825536799611474,0.0002286222691456348,0.04544037041568908,-0.29985749909630144,0.00023128264157270032,0.04546333991317927,-0.3000753726941979,0.00023155063693632038,0.0457729544072621,-0.3019310033722167,0.00023465398060522948,0.045796275026672065,-0.302152134818439,0.00023492767651379958,0.04613979085712446,-0.30420106660995494,0.00023838906570452704,0.04616355579513641,-0.30442614075930213,0.00023866967517954037,0.046592215280651175,-0.3069756765134523,0.00024301888180500953,0.046616241498767155,-0.30720375608383904,0.00024330515463788534,0.04715352781359429,-0.31038225121805996,0.0002487994894000287,0.04717830118966067,-0.310616871284519,0.000249097256547616,0.048145803883603094,-0.3163066965819184,0.0002591146531792875,0.04817171546139783,-0.3165519737214325,0.0002594312574676064
6,0.07994670219853431,0.019949191613553574,-0.01662451056090663,6.6699756854352685e-06,0.02132956854607858,-0.03526842278438237,1.5109645276271151e-05,0.02302303123696439,-0.05658897446317504,2.613706429585807e-05,0.025180975059442043,-0.08165919068702872,4.120781634163844e-05,0.0281040815239836,-0.11247008759858221,6.329845111781814e-05,0.03252398397729537,-0.15356451065837784,0.0001000273868627751,0.04144455993133695,-0.2220335603214135,0.00018484718497698187,0.043119333486917606,-0.23325067509172467,0.00020220556325092372,0.04521104981474308,-0.24667960473296244,0.0002244799615286387,0.048077623787036616,-0.2641173992386543,0.0002560319404494722,0.053262946958970755,-0.2932038838192196,0.0003159854429427017,0.05328896922336088,-0.29341057302644963,0.0003163414234777791,0.0535446631389668,-0.2947032901062397,0.00031934521408177484,0.05357104451413836,-0.2949125432289777,0.0003197075025354757,0.053836896920340424,-0.29625044935081213,0.0003228412830467897,0.053863648702904755,-0.29646236009981625,0.0003232101338279092,0.054162730230994396,-0.2979661451417406,0.0003267526046574261,0.054190026640960266,-0.298181664751583,0.0003271303655019324,0.054510060274294746,-0.2997827906385128,0.00033093627733470104,0.054537603819090605,-0.3000005573838202,0.0003313196867856593,0.054908861274200624,-0.30185501174093216,0.00033575929077268987,0.05493682568373195,-0.3020760336257625,0.00033615085405400635,0.055348731109818125,-0.30412364915360385,0.00034110264725320267,0.0553772281114983,-0.30434861049203316,0.00034150409947295663,0.055891223905330197,-0.306896485681901,0.0003477259492747495,0.05592003396891185,-0.3071244495503072,0.0003481355014688785,0.05656427496011602,-0.3103008369316032,0.0003559954791071989,0.05659398062068785,-0.31053533586802434,0.00035642147223320615,0.05775406023625162,-0.31622128982643993,0.0003707517987319185,0.05778513011113689,-0.3164664366460916,0.00037120473476739475
7,0.0932711525649567,0.023271140639731302,-0.016623293903224052,9.044235247426511e-06,0.024881143234003058,-0.03526559192699398,2.0487911417152645e-05,0.026856266902332324,-0.056583926868384773,3.5440110179903314e-05,0.029373049649807997,-0.08165094713117307,5.5874188146489356e-05,0.03278209285918346,-0.11245687217435173,8.582535568692356e-05,0.037936444258107924,-0.15354242569348328,0.00013562115261540447,0.04833812036273567,-0.2219888850759222,0.0002506062985277396,0.0502907694053223,-0.23320109173852127,0.00027413630828218105,0.052729452143146005,-0.2466236039876622,0.00030432937108301706,0.0560713623418229,-0.2640520975102442,0.00034709668886853613,0.06211603307961271,-0.29312030334761935,0.0004283561034310032,0.06214636726217651,-0.29332687681468855,0.0004288385939690485,0.0624444189831136,-0.2946186638455777,0.00043290966170998285,0.06247517161609358,-0.2948277988527151,0.00043340070007526666,0.06278506284454541,-0.29616473260164705,0.000437647925869902,0.06281624708545004,-0.296376522752203,0.00043814785674997387,0.06316486976061346,-0.2978792056271999,0.00044294896169607084,0.06319668866335401,-0.2980946013574662,0.00044346096671769397,0.06356973146608783,-0.29969454013019314,0.0004486190864379124,0.06360183824419731,-0.29991218068247033,0.0004491387452005747,0.06403458617671354,-0.3017652458641458,0.0004551556708898577,0.06406718330018295,-0.30198613835777327,0.0004556863783282983,0.06454730752062468,-0.3040321994574306,0.0004623974240547656,0.0645805251884746,-0.30425702756805845,0.0004629415313724798,0.06517964181742199,-0.3068029417496516,0.0004713737947317658,0.06521322407085747,-0.30703076897725046,0.000471928876680825,0.0659641459898702,-0.3102046672814508,0.000482581143996409,0.06599877173894511,-0.3104390231684677,0.0004831585037652667,0.06735092521581111,-0.3161204054863448,0.000502579474646845,0.06738714030563729,-0.31636539840718686,0.0005031933412649194
8,0.10659560293137908,0.026591744371980953,-0.016621890295102533,1.1782886304228851e-05,0.028431170997728503,-0.03526232612397521,2.6691482716030565e-05,0.030687686848906624,-0.056578103830491534,4.6170451027939565e-05,0.03356293109700129,-0.08164143734513467,7.279015152279945e-05,0.03745733568607161,-0.11244162726965061,0.00011180636019693908,0.04334512092729774,-0.15351695032516785,0.0001766697285488518,0.05522528673963802,-0.2219373565617857,0.0003264320455869199,0.057455233527932865,-0.2331439033260993,0.00035707611824229265,0.06024012082876626,-0.2465590154995806,0.0003963965205983777,0.0640562491822166,-0.26397678436157757,0.0004520900283289923,0.07095802213098774,-0.29302391544702816,0.0005579022640460595,0.07099265665503933,-0.2932303554720302,0.0005585305465024868,0.0713329473841825,-0.2945210702596036,0.0005638314134628817,0.07136805946244666,-0.2947300690867314,0.0005644708238529926,0.07172186515889167,-0.29606588180475896,0.0005700010352238879,0.07175746979969674,-0.2962775329135936,0.0005706520221859569,0.07215549274698348,-0.29777894512895314,0.000576903395485891,0.07219182174474408,-0.29799419803559796,0.0005775701013346182,0.07261772178906749,-0.2995927682256407,0.0005842862930642791,0.07265437919623108,-0.2998102632880907,0.0005849629618993987,0.07314843988334811,-0.3016617269506915,0.0005927973247488694,0.07318565681100947,-0.30188247026851805,0.000593488376423567,0.0737338007552748,-0.3039267393534295,0.0006022264579892798,0.07377172580517273,-0.30415141386645933,0.0006029349533542488,0.07445571213589264,-0.3066950673339963,0.0006139140478693482,0.07449405299438983,-0.3069227370308987,0.0006146368280777954,0.07535133679250393,-0.31009376588539117,0.0006285062998265438,0.07539086841566663,-0.31032795685576314,0.0006292580804652945,0.07693450945914602,-0.31600406902012423,0.0006545441886400246,0.0769758545171005,-0.31624888452097877,0.0006553434904520111
9,0.11992005329780146,0.029910811099715023,-0.016620299834051895,1.4885552444885696e-05,0.03197943141946891,-0.035258625619851144,3.371945140281542e-05,0.03451703239678865,-0.0565715058249287,5.832639891496072e-05,0.03775030700962979,-0.08163066218956078,9.195280697472865e-05,0.04212941576145161,-0.1124243544530471,0.0001412365088350235,0.04874947541003455,-0.15348808767344974,0.00022316406069039692,0.06210514972530837,-0.22187898327944844,0.0004123029645842906,0.0646117345327054,-0.23307911976926515,0.0004510005155547633,0.06774195647552318,-0.24648585115637964,0.0005006528341946515,0.07203102637878435,-0.2638914747812758,0.0005709771445191841,0.07978733806458725,-0.292914741999964,0.0007045758863810788,0.07982625971381811,-0.2931210309256212,0.0007053691651956578,0.0802086538325118,-0.29441053165638054,0.0007120616375133403,0.08024811187060123,-0.2946193762849801,0.0007128689626835625,0.08064569007342573,-0.2959539197154682,0.0007198509478226857,0.08068570134802931,-0.29616541338653,0.0007206728855167222,0.08113296374720372,-0.29766538690808025,0.0007285653055015308,0.08117378868665147,-0.297880478095998,0.0007294070848806458,0.08165237253609006,-0.2994774987332217,0.0007378862858376906,0.08169356618334461,-0.2996948290593407,0.000738740639690988,0.08224873674369007,-0.30154447944794216,0.0007486314651290552,0.0822905587379946,-0.30176505385747016,0.0007495039727214651,0.08290649515746416,-0.30380729400704937,0.0007605356459687072,0.08294911242463068,-0.3040317946069434,0.0007614301708232606,0.08371768177994023,-0.30657288850527775,0.0007752909552571038,0.08376076573571598,-0.3068003798379849,0.0007762035078594288,0.08472404721383726,-0.3099681599666102,0.0007937131029586899,0.0847684684848342,-0.31020216421315866,0.0007946622590845364,0.08650292784682002,-0.3158723097718872,0.000826584285279589,0.08654938546864682,-0.31611692439813854,0.0008275934183163585
