,Epsilons,A_0,E/M
0.1,-0.16950922017557346,-0.01662901057972934,0.9915245389912213
0.2,-0.1773753794022716,-0.03527888272994166,0.9822624620597729
0.3,-0.1867993685035259,-0.0566063053426101,0.9719800947244711
0.4,-0.19849551390864525,-0.08168845032539401,0.9603008972182709
0.5,-0.2138339532390545,-0.11251933049964698,0.9465415116902364
0.6,-0.23607241208171062,-0.1536484051820683,0.9291782763754868
0.7,-0.27816609936393927,-0.2222130201995051,0.9026418652226212
0.71,-0.2857189210647105,-0.23344841225181243,0.8985697830220278
0.72,-0.2950339380716677,-0.24691734705196924,0.8937877822941996
0.73,-0.3075880713783503,-0.26442993906140244,0.8877303539469021
0.74,-0.3297091960998521,-0.2936876899361452,0.8780075974430547
0.74054,-0.3318381597378788,-0.2964023396115238,0.8771302845938557
0.74108,-0.3342779834177302,-0.2994926606904456,0.8761366360243943
0.74162,-0.33719616557432125,-0.3031604958934594,0.8749642898433859
0.74216,-0.34076464497290676,-0.3076224962057507,0.8735490555434537
0.7427,-0.3473920991310851,-0.3157583402396338,0.8709959439876716
