,ZETA,U Bar of 0.73,A of 0.73,B of 0.73,U Bar of 0.73067,A of 0.73067,B of 0.73067,U Bar of 0.73134,A of 0.73134,B of 0.73134,U Bar of 0.73201,A of 0.73201,B of 0.73201,U Bar of 0.73267,A of 0.73267,B of 0.73267,U Bar of 0.73334,A of 0.73334,B of 0.73334,U Bar of 0.73401,A of 0.73401,B of 0.73401,U Bar of 0.73468,A of 0.73468,B of 0.73468,U Bar of 0.73535,A of 0.73535,B of 0.73535,U Bar of 0.73602,A of 0.73602,B of 0.73602,U Bar of 0.73668,A of 0.73668,B of 0.73668,U Bar of 0.73735,A of 0.73735,B of 0.73735,U Bar of 0.73802,A of 0.73802,B of 0.73802,U Bar of 0.73869,A of 0.73869,B of 0.73869,U Bar of 0.73936,A of 0.73936,B of 0.73936,U Bar of 0.74003,A of 0.74003,B of 0.74003,U Bar of 0.74069,A of 0.74069,B of 0.74069,U Bar of 0.74136,A of 0.74136,B of 0.74136,U Bar of 0.74203,A of 0.74203,B of 0.74203,U Bar of 0.7427,A of 0.7427,B of 0.7427
0,0.0,0.0,-0.26448240866730144,0.0,0.0,-0.2659002584321081,0.0,0.0,-0.2673629753315049,0.0,0.0,-0.26887223906706603,0.0,0.0,-0.2704130299291836,0.0,0.0,-0.27203293805932954,0.0,0.0,-0.273719165785497,0.0,0.0,-0.27547718616772815,0.0,0.0,-0.27731766489359577,0.0,0.0,-0.2792520768758288,0.0,0.0,-0.28126178992781686,0.0,0.0,-0.2834292925068346,0.0,0.0,-0.2857468290236365,0.0,0.0,-0.2882483396077765,0.0,0.0,-0.29098287223024755,0.0,0.0,-0.29402772466517724,0.0,0.0,-0.29745157609816636,0.0,0.0,-0.30159667671351836,0.0,0.0,-0.30704443913121815,0.0,0.0,-0.3190069777773542,0.0
1,0.01998001998001998,0.01203652757301526,-0.2644789842458638,2.371961670932214e-05,0.01209678878792148,-0.26589677738804474,2.3969704638426946e-05,0.012159271367172562,-0.2673594350998641,2.4229788465256082e-05,0.012224062126321156,-0.26886863693902313,2.4500348869676575e-05,0.012290572324410371,-0.27040936372553187,2.47789424953713e-05,0.012360866758268944,-0.2720292035262408,2.5074392869101056e-05,0.012434469572318927,-0.2737153590527441,2.538479386961152e-05,0.01251166086084838,-0.2754733029880684,2.5711506717525864e-05,0.012592981967378694,-0.2773137003775447,2.6056979353627986e-05,0.012679017259339478,-0.27924802541553506,2.6423905764689117e-05,0.0127690076871544,-0.281257646539493,2.6809284654814738e-05,0.012866778692940565,-0.28342504811054514,2.722977140063239e-05,0.012972127729705732,-0.28574247446306006,2.7684959737002335e-05,0.013086789487872803,-0.2882438635832189,2.8182855490356797e-05,0.013213273255514704,-0.29097826033536295,2.8735047288853377e-05,0.013355536256020716,-0.29402295759944147,2.9359793211393786e-05,0.013517311045564846,-0.2974466295560188,3.0074929248021562e-05,0.01371574316336181,-0.3015915056377381,3.095891031734691e-05,0.013980917439953588,-0.3070389604866949,3.215174650688098e-05,0.014581071750274536,-0.3190007714184369,3.48994208303464e-05
2,0.03996003996003996,0.0240687746331858,-0.2644449930091534,7.11446008800585e-05,0.02418924975749082,-0.26586236623372356,7.18946388061666e-05,0.024314165551720314,-0.2673245863392234,7.267465385399733e-05,0.024443695544574012,-0.26883333197119097,7.348608746484536e-05,0.024576662686726463,-0.2703735879815271,7.432161159692208e-05,0.024717194875187674,-0.27199292739117453,7.520768849941216e-05,0.024864340717542167,-0.27367855596845936,7.613860122268735e-05,0.025018660112253035,-0.27543594390447995,7.711843184254607e-05,0.0251812352270138,-0.27727575187044756,7.815452147002786e-05,0.025353234223393892,-0.2792094492122607,7.925494903072569e-05,0.02553313954036969,-0.28121840924052227,8.041071302988433e-05,0.025728598713282768,-0.28338508737570434,8.167176275356876e-05,0.025939206630535217,-0.2857017281295671,8.30368788252165e-05,0.026168430960067157,-0.2882022550542349,8.453006962272643e-05,0.026421287795012207,-0.2909356921082125,8.61860878214106e-05,0.026705687665399686,-0.2939792992351722,8.805968682109582e-05,0.02702909172333169,-0.29740171776932117,9.02043528915571e-05,0.027425774411406062,-0.30154503645147296,9.285536290990043e-05,0.027955875072837734,-0.3069903760144402,9.64325843368057e-05,0.029155600138855715,-0.3189472567649487,0.00010467252113602717
3,0.05994005994005994,0.036092463185010824,-0.2643883572822079,0.0001501478241703678,0.03627305764901093,-0.2658050309495489,0.0001517305019321593,0.0364603079730444,-0.2672665220318728,0.00015337643029119703,0.03665447419426858,-0.26877450765538463,0.00015508865034001004,0.03685379181982589,-0.27031397938914137,0.00015685169837250867,0.03706444845515558,-0.27193248518911417,0.00015872141199924452,0.03728501780825976,-0.27361723591643855,0.00016068572671136975,0.03751633900188074,-0.27537369761140024,0.0001627532550571986,0.037760033989722684,-0.27721252365899635,0.00016493948610682695,0.038017853581537545,-0.2791451753288573,0.00016726146548448536,0.0382875227807149,-0.2811530340505066,0.0001697001978284041,0.03858050452128334,-0.2833185070339218,0.00017236107676836258,0.0388961910920063,-0.28563383908797635,0.00017524152617067162,0.03923977971440466,-0.2881329297216017,0.00017839220074424467,0.039618788323327596,-0.29086476806995915,0.00018188642422366176,0.040045072926232064,-0.2939065592140418,0.00018583971925154716,0.04052981535521623,-0.29732688977734273,0.0001903649306081497,0.04112438570244196,-0.3014676141447269,0.00019595846769106815,0.04191891722172445,-0.30690943011206057,0.000203506187115074,0.04371704656232258,-0.31885809848031266,0.00022089155733717806
4,0.07992007992007992,0.048103320244480684,-0.26430910236757715,0.0002606699480887839,0.04834389229631274,-0.26572479731434456,0.00026341700381329566,0.04859332923021606,-0.26718526845671353,0.00026627383114998264,0.04885197728504547,-0.26869219079585827,0.0002692457071856921,0.04911748582082631,-0.2702305652991088,0.000272305790106725,0.049398097067632894,-0.2718479048564135,0.0002755509943652818,0.04969191078923868,-0.27353142745508213,0.00027896037709915564,0.05000004446359375,-0.27528659332946204,0.00028254888421737627,0.05032465827454885,-0.27712404567247156,0.00028634339606251687,0.05066808396260446,-0.2790552344567134,0.00029037349386355245,0.05102729070837308,-0.2810615524717457,0.00029460620476743444,0.051417546810834686,-0.2832253394845812,0.00029922444601824903,0.05183804190708966,-0.2855388407232422,0.0003042237385198824,0.05229569764092895,-0.2880359220655519,0.00030969198853765995,0.05280052635062027,-0.2907655239366596,0.000315756441919611,0.053368317787799165,-0.2938047746771446,0.00032261757620358537,0.054013962602020106,-0.2972221843874145,0.00033047121086011793,0.05480587669860066,-0.301359279636238,0.0003401788262152981,0.05586409642249061,-0.30679616663845594,0.0003532777098732796,0.058258881876083836,-0.3187333475958825,0.0003834486144432257
5,0.0999000999000999,0.06009708036128137,-0.2642072638166802,0.0004026284241004426,0.06039744119045454,-0.2656217015488554,0.0004068702746780074,0.0607088677092035,-0.2670808625372653,0.00041128160339978776,0.0610317919496714,-0.26858641905442365,0.000415870556161559,0.06136327885166357,-0.2701233841412197,0.000420595682452128,0.06171361849873883,-0.27173922564584063,0.00042560662625085784,0.06208043798317345,-0.27342117071132216,0.0004308710437983358,0.0624651319808836,-0.27517467211622865,0.00043641200792457415,0.06287039683390461,-0.27701035996428863,0.00044227101764383187,0.06329914292643973,-0.27893966972021506,0.00044849374087247394,0.06374758576485232,-0.28094400876816894,0.0004550292575984581,0.06423478564988894,-0.2831056302522401,0.0004621599892172121,0.06475972949856686,-0.2854167799448829,0.0004698790039468638,0.06533105654383081,-0.2879112805347123,0.00047832201137783394,0.06596126362215236,-0.2906380098935264,0.0004876854529386719,0.06667005860484573,-0.2936739978121331,0.0004982788243273916,0.06747602516339195,-0.297087656128519,0.0005104044082971419,0.06846455865064112,-0.3012200904217938,0.0005253921784708886,0.06978547756648103,-0.3066506472206141,0.0005456153387634197,0.0727745911686008,-0.31857307581604993,0.0005921937556334317
6,0.11988011988011987,0.07206948812419581,-0.26408288727809076,0.0005759172882389316,0.07242940202617167,-0.2654957901607456,0.0005819826552562904,0.07280257217245864,-0.2669533516832056,0.0005882903129013459,0.07318951587888615,-0.2684572407883478,0.0005948519041680872,0.07358671582104931,-0.269992485258422,0.0006016081544692367,0.07400650148365717,-0.2716064979566023,0.00060877302739183,0.07444602887671758,-0.2732865172063062,0.0006163002663248651,0.07490696842996718,-0.2750379866872455,0.000624222852615315,0.07539255005775622,-0.2768715205280797,0.0006326001109344782,0.07590625993376605,-0.27879853648746983,0.0006414973241065467,0.07644356257276308,-0.28080045977034257,0.0006508416732050971,0.07702729359757973,-0.28295943778529437,0.0006610369376483355,0.07765623712116002,-0.2852677169786547,0.0006720731787438096,0.07834074143806014,-0.287759067329985,0.0006841443926078563,0.07909577552159511,-0.29048229036998374,0.0006975313901979504,0.07994494586394522,-0.2935142956180586,0.0007126765916551081,0.08091050944823262,-0.29692337500413474,0.0007300120679710114,0.08209475825104666,-0.3010501203117969,0.0007514390465123984,0.08367714200840431,-0.3064729509697631,0.0007803499059828963,0.08725767849299802,-0.31837737518154696,0.0008469345670063042
7,0.13986013986013987,0.08401630066483169,-0.2639360284618671,0.0007804072304863519,0.08443548524666925,-0.26534711990805665,0.0007886227674868183,0.08487010434679867,-0.26680279375290644,0.0007971664165098573,0.08532075995456558,-0.2683047150119156,0.0008060539404190686,0.08578335506472833,-0.2698379288673633,0.0008152050437309227,0.0862722484373651,-0.27144978329378455,0.0008249095233558035,0.0867841269048032,-0.2731275298136585,0.0008351047107991977,0.0873209349211824,-0.2748766013730363,0.0008458352629313173,0.08788643287608228,-0.276707593253325,0.0008571815121710701,0.08848467931431886,-0.278631902324457,0.0008692318565910506,0.0891103909738487,-0.28063097482803007,0.0008818876484512609,0.08979015881959918,-0.28278683340676236,0.0008956957245749215,0.09052256406189937,-0.28509172531536514,0.0009106425796581599,0.09131965384418474,-0.28757935835114457,0.0009269908959294458,0.0921988544725179,-0.29029844398373433,0.000945120906466742,0.09318764770806348,-0.2933257498464799,0.0009656316707080815,0.09431194024323439,-0.2967294264298327,0.000989108173315826,0.0956908214852157,-0.3008494593643308,0.0010181248486604115,0.0975331916722469,-0.30626317440798334,0.0010572750127185518,0.10170167159664571,-0.31814635797963103,0.0011474363022591914
8,0.15984015984015984,0.09593329015774255,-0.2637667530984792,0.001015945706068199,0.09641141658475069,-0.2651757577571145,0.0010266356280052662,0.09690714150759476,-0.2666292570102631,0.0010377523778706233,0.0974211508791207,-0.2681289113521171,0.0010493164546653906,0.09794877102191354,-0.2696597860128822,0.0010612233670770866,0.09850637818146546,-0.27126915422155273,0.0010738501690144688,0.09909019223102329,-0.2729442827112976,0.00108711529631158,0.09970242963634748,-0.2746905920694363,0.001101076831171625,0.10034737765722747,-0.2765186558740836,0.0011158392665065952,0.10102966323081909,-0.27843984694201895,0.0011315175831151957,0.10174325906275909,-0.2804356357553147,0.0011479834003243973,0.10251848819920616,-0.282587901257319,0.0011659481296105987,0.10335372883600406,-0.28488889165158665,0.0011853941329215555,0.10426271507861742,-0.28737224313494286,0.0012066630796274775,0.10526531333515736,-0.2900865634758819,0.0012302495344765035,0.10639285345620965,-0.2931084569330975,0.0012569326854237183,0.10767486437635164,-0.2965059111607655,0.0012874733210861734,0.10924711747732295,-0.3006182138072968,0.0013252200846535073,0.11134775315153397,-0.30602143138270893,0.001376147228636269,0.11610012664404623,-0.3178801566391134,0.0014934221177008787
9,0.1798201798201798,0.1078162463159674,-0.26357513688879347,0.0012823570712861888,0.10835293959929354,-0.26498178083127544,0.0012958427866644846,0.10890937905822047,-0.26643282007213004,0.0013098668087659757,0.10948633380011494,-0.26792990999469823,0.0013244549815170051,0.1100785569068746,-0.26945813851260747,0.0013394754680377745,0.11070442866607602,-0.27106469430618263,0.0013554038992962122,0.11135970452296044,-0.2727368613227893,0.001372137349219341,0.1120468706610029,-0.2744800461771434,0.001389749055372148,0.1127707371010358,-0.27630479790659995,0.0014083707901472275,0.11353649463757651,-0.278222462131358,0.0014281475467436125,0.1143373762153431,-0.28021453676382996,0.001448917337114523,0.11520741044263925,-0.2823627382259932,0.0014715774550774,0.1161447723770388,-0.2846593158175412,0.0014961055563159755,0.1171648695379875,-0.28713782477983113,0.001522932485002105,0.11828998879708372,-0.28984675563203904,0.00155268188256396,0.1195552771167776,-0.2928625279146349,0.001586336295150471,0.12099385437366963,-0.29625294520352907,0.0016248549351672104,0.12275804232927508,-0.3003565059437951,0.0016724605619711887,0.12511498180216984,-0.30574785296286905,0.001736686335767417,0.13044663293109557,-0.31757892360295464,0.0018845733596455634
