,ZETA,U Bar of 0.7,A of 0.7,B of 0.7,U Bar of 0.70225,A of 0.70225,B of 0.70225,U Bar of 0.70449,A of 0.70449,B of 0.70449,U Bar of 0.70674,A of 0.70674,B of 0.70674,U Bar of 0.70899,A of 0.70899,B of 0.70899,U Bar of 0.71124,A of 0.71124,B of 0.71124,U Bar of 0.71348,A of 0.71348,B of 0.71348,U Bar of 0.71573,A of 0.71573,B of 0.71573,U Bar of 0.71798,A of 0.71798,B of 0.71798,U Bar of 0.72023,A of 0.72023,B of 0.72023,U Bar of 0.72247,A of 0.72247,B of 0.72247,U Bar of 0.72472,A of 0.72472,B of 0.72472,U Bar of 0.72697,A of 0.72697,B of 0.72697,U Bar of 0.72922,A of 0.72922,B of 0.72922,U Bar of 0.73146,A of 0.73146,B of 0.73146,U Bar of 0.73371,A of 0.73371,B of 0.73371,U Bar of 0.73596,A of 0.73596,B of 0.73596,U Bar of 0.73821,A of 0.73821,B of 0.73821,U Bar of 0.74045,A of 0.74045,B of 0.74045,U Bar of 0.7427,A of 0.7427,B of 0.7427
0,0.0,0.0,-0.22223737501863292,0.0,0.0,-0.2246188443538998,0.0,0.0,-0.2270694176075722,0.0,0.0,-0.22961739333634676,0.0,0.0,-0.2322600991546147,0.0,0.0,-0.23500922520386314,0.0,0.0,-0.2378608079416333,0.0,0.0,-0.24085447406272342,0.0,0.0,-0.24399818697468859,0.0,0.0,-0.24730846310424676,0.0,0.0,-0.25079921229791863,0.0,0.0,-0.254532989160293,0.0,0.0,-0.258539885169887,0.0,0.0,-0.262883043301017,0.0,0.0,-0.2676292065186533,0.0,0.0,-0.27295638703339603,0.0,0.0,-0.2790749617381211,0.0,0.0,-0.2864344162688733,0.0,0.0,-0.29614655940664,0.0,0.0,-0.3190061555295971,0.0
1,0.01998001998001998,0.010370431659791207,-0.22223533489439554,1.7109966486625715e-05,0.010458000023344835,-0.2246167402370821,1.744221974110415e-05,0.010548876905218068,-0.22706724605022488,1.778884153355042e-05,0.01064418646477829,-0.229615149917267,1.8154370577574702e-05,0.010743927381000265,-0.23225777929150526,1.8539081575585852e-05,0.010848675219164812,-0.23500682370496812,1.894544866867492e-05,0.010958371348718719,-0.23785831944910937,1.9373640449291862e-05,0.011074695250098372,-0.24085189164757612,1.9830605589066993e-05,0.011198182482113043,-0.2439955029905335,2.0318872377748407e-05,0.011329653550079663,-0.24730566885368171,2.084236917695254e-05,0.011469952098802133,-0.25079629797782116,2.1405060048401665e-05,0.011621900135561514,-0.2545299419973764,2.2019202494496045e-05,0.011787159961150654,-0.25853669022554565,2.2692669276129108e-05,0.011968905738326962,-0.2628796818770444,2.3439870043656742e-05,0.012170672853095598,-0.26762565543130007,2.427734435893705e-05,0.012401126034861872,-0.2729526130946948,2.5244031062067077e-05,0.012671117366639933,-0.27907091830037134,2.6390149432703217e-05,0.013003539992615838,-0.28643002859069183,2.7821119129300293e-05,0.013455422889993445,-0.29614168190388085,2.9800760524207707e-05,0.014581029462140805,-0.3189999492233789,3.489922529663262e-05
2,0.03996003996003996,0.020737774796179317,-0.22221210536195984,5.132108586335738e-05,0.02091285435061064,-0.22459298650804876,5.231759731294859e-05,0.021094548148345077,-0.2270429434145431,5.335720077375008e-05,0.021285103682578306,-0.22959026620702194,5.445350855563847e-05,0.021484518211030652,-0.23223228158098208,5.5607344065452966e-05,0.021693942360198795,-0.23498067476638965,5.682612723329287e-05,0.021913258785619723,-0.2378314813880612,5.81103631135359e-05,0.02214582513193574,-0.2408243149085819,5.9480891441614515e-05,0.02239271194297103,-0.24396713333827955,6.094529404783795e-05,0.022655559422480955,-0.2472764449722977,6.251535172791653e-05,0.022936053977695048,-0.2507661512711761,6.420295198482937e-05,0.023239837207300135,-0.25449878270355636,6.604485527374386e-05,0.023570232008461114,-0.25850441421579196,6.806467078206942e-05,0.023933583693378013,-0.2628461593372448,7.030561180823438e-05,0.024336959481759214,-0.2675907265550424,7.281727814105646e-05,0.024797680781848075,-0.27291604913225337,7.571644470641013e-05,0.025337441036839672,-0.279032399915224,7.915371251458068e-05,0.026002004094305097,-0.286389046770007,8.344522180427446e-05,0.026905371345859935,-0.29609725134881176,8.938213257115255e-05,0.029155515604839238,-0.31894643492347396,0.00010467193476083794
3,0.05994005994005994,0.0310989424463488,-0.2221733987598977,0.00010831588227295364,0.03136141888839102,-0.22455340655256667,0.00011041882025435698,0.03163380971450633,-0.22700244894077165,0.00011261268594386217,0.03191948410136071,-0.22954880362535973,0.0001149262039632855,0.032218437685098925,-0.232189796040026,0.00011736111033165546,0.03253239514578147,-0.23493710424812525,0.00011993306122464964,0.03286118025849243,-0.23778676276474586,0.00012264312050852915,0.033209826200765805,-0.24077836562586563,0.00012553526272799235,0.033579937354473705,-0.24391986304658972,0.00012862548406909885,0.03397397200887872,-0.24722775152742837,0.00013193864112480408,0.03439445756983691,-0.2507159204021072,0.00013549981448121264,0.03484985039797628,-0.254446864879902,0.0001393865702854903,0.03534513057982061,-0.2584506359759498,0.00014364872052442373,0.035889808553467274,-0.26279030443350854,0.00014837744228355423,0.036494476271554104,-0.26753252878062805,0.00015367738467060064,0.037185095728224864,-0.27285512743527596,0.00015979493703976365,0.03799418029270817,-0.2789682223501832,0.00016704784974446406,0.03899031965838634,-0.2863207654404417,0.0001761031431957807,0.04034437456720555,-0.29602322499785394,0.00018863006324360958,0.04371691986687189,-0.31885727722780416,0.00022089032016991777
4,0.07992007992007992,0.04145085075776595,-0.22211922941630216,0.00018805786349409092,0.04180055273721035,-0.22449801517676554,0.0001917083556139914,0.04216346087136225,-0.2269457779420083,0.0001955166659858123,0.04254406354648499,-0.2294907780291313,0.00019953265414159987,0.04294235447706722,-0.23213033910790884,0.00020375932961877604,0.04336063088645049,-0.2348761292159866,0.00020822386476882692,0.04379865741984861,-0.23772418131773432,0.00021292810150027894,0.044263138843576896,-0.2407140622702242,0.00021794836645288153,0.04475621165864329,-0.24385371138499906,0.00022331241810977627,0.045281149822490624,-0.24715960866370268,0.00022906339405222,0.045841319096266264,-0.2506456264775671,0.00023524481775506387,0.046447983364005324,-0.25437421070936533,0.00024199131289564477,0.047107774795635056,-0.25837537889980045,0.00024938932209152314,0.04783335992752466,-0.2627121419409413,0.00025759708011365294,0.04863884480354743,-0.26745108847891214,0.00026679619442067327,0.049558807884735406,-0.27276987627922133,0.00027741427116418445,0.05063655034366486,-0.2788784162261218,0.0002900027369388687,0.05196342049292365,-0.2862252182846724,0.00030571914902647907,0.0537669689814247,-0.2959196410151122,0.00032746030967126174,0.05825871314575767,-0.31873252716719225,0.00038344646749057144
5,0.0999000999000999,0.05179042055023969,-0.22204961745919885,0.0002904962143464642,0.0522271197957991,-0.22442683318050893,0.0002961339418431219,0.052680305818038405,-0.22687295193061585,0.0003020153533381651,0.05315558291751439,-0.22941621169489756,0.0003082174434892062,0.05365294248767208,-0.23205393387973372,0.00031474485210500336,0.05417525228361484,-0.23479777364562368,0.0003216395330360725,0.054722217488923953,-0.23764376196817952,0.00032890432115251277,0.055302209205223864,-0.24063143079188654,0.0003366570757417891,0.05591789376363672,-0.24376870542628587,0.0003449406476740646,0.056573357570572996,-0.2470720446837541,0.0003538216355093856,0.05727280122240329,-0.25055529915262953,0.0003633672279113782,0.05803028648584628,-0.2542808513592099,0.0003737852872962943,0.05885409081476358,-0.2582786758562701,0.00038520926130292273,0.05976002482136208,-0.2626117066697214,0.0003978834444137454,0.06076569446954663,-0.26734644270263996,0.0004120882004603894,0.06191426256668491,-0.27266033539340334,0.0004284837106832344,0.06325977531185747,-0.2787630245683323,0.0004479212710382631,0.0649162501130657,-0.2861024526305842,0.0004721879350507432,0.06716770188741636,-0.295786553025738,0.0005057557631321324,0.07277438057192487,-0.31857225644528414,0.0005921904412292678
6,0.11988011988011987,0.06211457886993595,-0.2219645887383375,0.0004155656935473152,0.06263799035694849,-0.22433988727609483,0.0004236284813367719,0.06318115532533657,-0.22678399853363101,0.00043203969188173414,0.06375078987588971,-0.22932513323079254,0.0004409094264582248,0.06434688258294252,-0.23196061001448368,0.0004502443065743048,0.06497286922251512,-0.23470206832645182,0.0004601043141622393,0.0656283951031159,-0.23754553671929785,0.0004704934864469922,0.066323491103423,-0.24053050451513355,0.0004815803487834106,0.06706135052799146,-0.2436648799357628,0.0004934261516202289,0.06784686821441475,-0.24696509593164406,0.0005061261021592899,0.06868507520130729,-0.25044497650742686,0.0005197762412712115,0.06959281910420292,-0.2541668268506558,0.0005346737607045958,0.07058001417526519,-0.2581605690508222,0.0005510094189603966,0.07166560009758828,-0.2624890433170183,0.0005691324544048068,0.072870665069607,-0.2672186390273492,0.0005894436428709588,0.07424691615560074,-0.27252655578865054,0.0006128867858737744,0.07585909119594861,-0.278622102617747,0.0006406788137109613,0.07784376496885591,-0.2859525292408299,0.0006753743410612326,0.08054113507036577,-0.2956240298734114,0.0007233661195308191,0.08725742624028596,-0.31837655710185514,0.0008469298291868843
7,0.13986013986013987,0.0724202605419584,-0.22186417480792867,0.0005631866731392775,0.0730300427019402,-0.22423721007026381,0.0005741100811442138,0.0736628283744445,-0.2266789514739919,0.0005855053990122347,0.07432644053107985,-0.22921757755690458,0.0005975217710900672,0.07502086433111055,-0.2318504037144865,0.0006101681455218097,0.07575010056366487,-0.23458905084011922,0.0006235257560460025,0.07651373416787595,-0.2374295446337524,0.0006376000449008137,0.07732344794218492,-0.24041132411448649,0.0006526192794323866,0.07818295874328483,-0.243542277346144,0.0006686663889351613,0.079097965027777,-0.246838806766261,0.0006858702974891616,0.08007432301531801,-0.2503147050189102,0.0007043610421646555,0.08113165175464529,-0.2540321860287778,0.0007245411241100662,0.08228149213350638,-0.2580211099932233,0.0007466688349336368,0.08354589493386425,-0.2623442064322811,0.000771217097326796,0.0849494094078395,-0.26706773551373697,0.0007987285811058354,0.08655223885917779,-0.2723685997161047,0.0008304813713897278,0.08842974883317126,-0.2784557177852262,0.000868123275691983,0.09074093767126296,-0.285775522261043,0.0009151134439817219,0.0938818484146722,-0.2954321555593002,0.0009801079854937847,0.10170137793975388,-0.318145541422996,0.0011474298871365792
8,0.15984015984015984,0.08270440972042332,-0.22174841290698052,0.0007332652003219147,0.08340016469240219,-0.2241188400436946,0.0007474821169114936,0.08412215379306022,-0.22655785054913144,0.0007623130318260004,0.08487930112411107,-0.22909358588289114,0.0007779520276120667,0.08567158773682473,-0.2317233577019685,0.0007944107163384889,0.08650357593151303,-0.2344587655359048,0.0008117947803243824,0.08737478970377198,-0.23729583180779365,0.000830111261546121,0.08829855462232683,-0.24027393758746038,0.0008496571774675661,0.08927910711381126,-0.24340094772876353,0.000870540382579877,0.09032294365222873,-0.24669322953083112,0.0008929285795986533,0.09143673951451882,-0.25016453952845197,0.0009169908950701723,0.09264286839891671,-0.2538769865279378,0.000943250989297858,0.09395448599987537,-0.2578603594604877,0.0009720448107031454,0.0953967332776126,-0.2621772603772873,0.001003987537308941,0.09699759588450724,-0.266893800664289,0.0010397850102108971,0.09882571746729424,-0.272186540619669,0.001081099811310735,0.10096701685723068,-0.2782639495987109,0.0011300752527861782,0.10360276021372206,-0.28557151915984574,0.0011912107083062633,0.107184443511909,-0.2952110291711573,0.001275765050209716,0.11609979187611034,-0.31787934183614314,0.0014934137738337164
9,0.1798201798201798,0.09296398143545145,-0.22161734593532736,0.0009256930727064908,0.0937452553590303,-0.22398482152600752,0.0009436333107198554,0.09455597188828697,-0.22642074160488204,0.0009623480677041485,0.09540614970778231,-0.22895320568069108,0.0009820822119729624,0.09629576497197188,-0.23157952119047473,0.001002850348014989,0.09722993749963713,-0.23431126350073128,0.0010247857724936078,0.09820812968997715,-0.23714445133974196,0.0010478973127294863,0.09924529944835671,-0.24011840022135833,0.001072559666406124,0.10034619823249538,-0.24324094875850158,0.0010989088216969542,0.10151811414859964,-0.24652842451576748,0.001127156268236147,0.10276853455119668,-0.24999454320237433,0.0011575152569805389,0.10412256865208787,-0.2537012947296736,0.0011906463071973583,0.10559497347016117,-0.2576783874517424,0.0012269730344706476,0.10721395629619619,-0.2619882792774895,0.0012672712482320095,0.10901091108338626,-0.2666969133704743,0.0013124310026917003,0.11106285810305644,-0.27198046307812557,0.001364549071826256,0.1134661846508482,-0.2780468896389158,0.0014263281919745297,0.1164242471878838,-0.28534062065587756,0.0015034421698933416,0.1204435472622629,-0.29496076479713046,0.0016100882954443825,0.13044625738619586,-0.3175781107826759,0.0018845628384066935
10,0.1998001998001998,0.1031959431364948,-0.22147102242554553,0.0011403479255952223,0.10406222648655725,-0.22383520466648066,0.0011624378213668123,0.10496113607570737,-0.2262676765049051,0.0011854809977838974,0.10590377782295869,-0.22879649065255905,0.0012097789027434977,0.1068901221025042,-0.23141894985139116,0.0012353494517240255,0.1079258417718376,-0.23414660252404076,0.0012623566864624126,0.10901033690355509,-0.23697546329307265,0.0012908113949402623,0.11016018603097692,-0.23994477455438148,0.0013211747969982199,0.11138065055232864,-0.24306234567270973,0.0013536141802116138,0.11267980304384632,-0.24634445991516604,0.0013883897690129612,0.11406593510952931,-0.2498047874857315,0.001425763907812652,0.11556687000477017,-0.2535051857133971,0.0014665495052471895,0.11719895095176976,-0.25747527313539054,0.0015112677263856768,0.11899342482172376,-0.26177734696506794,0.0015608731679683484,0.12098506235348849,-0.2664771628509455,0.0016164608732251074,0.12325918896782788,-0.2717504627374072,0.0016806109185269012,0.12592256529194432,-0.2778046414640992,0.0017566485843164338,0.12920043899241906,-0.28508294063245326,0.0018515546494429667,0.1336538154682197,-0.29468149142499794,0.0019827962395221124,0.14473440164164617,-0.31724202056912393,0.0023205169543774346
11,0.21978021978021978,0.1133972762314158,-0.22130949651093787,0.0013770933309542662,0.11434800419438995,-0.223670045400667,0.001403755346747154,0.11533451450403176,-0.22609871309584267,0.0014315674329617365,0.11636899217036062,-0.22862350069462756,0.001460893351013425,0.11745140081060683,-0.23124170577578435,0.0014917546348980808,0.11858796135846131,-0.23396484705775858,0.0015243491631389784,0.11977801075384215,-0.23678893465434012,0.0015586898482524993,0.12103973518460052,-0.23975313033130402,0.00159533317596836,0.12237890035262473,-0.24286521122439775,0.0016344808513728921,0.12380435537252547,-0.246141411777226,0.0016764467143202916,0.12532518742971294,-0.24959535204964056,0.0017215470983624461,0.12697191003956876,-0.25328874320021183,0.0017707626432515726,0.12876243588398079,-0.257251104788906,0.001824721803333872,0.13073102178961465,-0.26154455691404493,0.001884575873411801,0.13291578038418808,-0.2662346485811328,0.0019516453655886727,0.1354102630793256,-0.27149664623344405,0.002029042117630384,0.1383314984923345,-0.2775373205243748,0.0021207761839197293,0.14192640503372206,-0.28479860604037127,0.002235265994856234,0.14680993641912396,-0.294373352827441,0.0023935752143695995,0.15895789434027913,-0.3168712631978547,0.002800874899118088
12,0.23976023976023975,0.12356497762078138,-0.22113282788969343,0.001635778907963085,0.12459953051233916,-0.2234894054130243,0.0016674312382132371,0.12567299167471135,-0.22591391516830717,0.0017004482223043314,0.1267986162771632,-0.22843430185611768,0.0017352616031569483,0.127976360111594,-0.23104785743168454,0.0017718968286705562,0.12921298674729875,-0.2337660681714779,0.0018105886629156025,0.1305077691112578,-0.2365849392860806,0.001851352294240139,0.13188048681908235,-0.23954354445385903,0.0018948481098587568,0.133337403699353,-0.24264962562983583,0.0019413152980853284,0.13488813671217628,-0.24591936394875752,0.001991126120794077,0.13654255912577568,-0.24936632473233286,0.0020446557156443327,0.1383338486409581,-0.25305205949003623,0.0021030675875614536,0.1402814690513196,-0.2570059797314558,0.0021671070631137227,0.14242265466995485,-0.2612900121676743,0.002238139776116887,0.14479882177278855,-0.26596948021445804,0.0023177318616191844,0.14751166100167154,-0.27121913110583373,0.0024095746609447085,0.1506883535278676,-0.2772450540658399,0.0025184242527706174,0.1545972469172456,-0.28448775678918453,0.002654265352257279,0.15990663446520362,-0.294036507433715,0.0028420796753860587,0.17311045238323572,-0.316466050177769,0.0033251947784765285
