,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,Rtilde of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,Rtilde of 0.2,U Bar of 0.3,A of 0.3,B of 0.3,Rtilde of 0.3,U Bar of 0.4,A of 0.4,B of 0.4,Rtilde of 0.4,U Bar of 0.5,A of 0.5,B of 0.5,Rtilde of 0.5,U Bar of 0.6,A of 0.6,B of 0.6,Rtilde of 0.6,U Bar of 0.7,A of 0.7,B of 0.7,Rtilde of 0.7
0,0.0,0.0,-0.016628086939643762,0.0,0.24756415734668102,0.0,-0.035280887027666546,0.0,0.2622753041830417,0.0,-0.056613255901756795,0.0,-0.2801158848830911,0.0,-0.08170576739778777,0.0,0.30259942432682085,0.0,-0.11255466404941028,0.0,-0.33262673022097405,0.0,-0.15372818612510997,0.0,-0.37722678761843,0.0,-0.22251688790563026,0.0,-0.4650111192047564
1,0.04995004995004995,0.012469104574020232,-0.01662805565248248,3.8541383861543855e-06,0.24756415734668102,0.01333387368977566,-0.035280735206620575,8.73319162148672e-06,0.2622753041830417,0.014393627690730635,-0.05661283001703666,1.5108674887732223e-05,-0.2801158848830911,0.015745308239984192,-0.08170478631372552,2.382697234053449e-05,0.30259942432682085,0.01757686839354589,-0.11255255695895967,3.661321296742029e-05,-0.33262673022097405,0.020348465666454058,-0.15372354932957932,5.789274885438998e-05,-0.37722678761843,0.02596203280338092,-0.2225040809199254,0.00010722102489296248,-0.4650111192047564
2,0.0999000999000999,0.024928073307637858,-0.01662410768396932,1.1556221898977814e-05,0.24746307339769494,0.02665608840079385,-0.0352715467165175,2.6184671966570707e-05,0.2621595559757907,0.02877356822480791,-0.056596444193856704,4.529839235370649e-05,-0.279980768988835,0.031474078110935465,-0.08167801738746557,7.143359574818194e-05,0.3024373529648984,0.03513284949627686,-0.11250962566368962,0.00010975905320162628,-0.3324240715133908,0.04066836251456273,-0.15365175461109323,0.00017353168532364987,-0.3769537148601041,0.051875650582757615,-0.22235847063946035,0.00032131739467566574,-0.4645616256354634
3,0.14985014985014986,0.03736678793703275,-0.016617532008810585,2.4376515708653524e-05,0.24729471882598725,0.0399550063424291,-0.03525624324999507,5.523070026852827e-05,0.2619667871428114,0.04312616072622425,-0.056569155190771214,9.554076347833304e-05,-0.2797557578567892,0.04716980519871866,-0.08163343985476987,0.00015065138508825698,0.30216747245524417,0.05264710275502433,-0.11243814129798058,0.00023145291569861382,-0.3320866398361562,0.06093119395514232,-0.15353223099010724,0.00036586996669554523,-0.376499114870039,0.077692591611115,-0.2221161511901054,0.0006772149448147984,-0.4638135831543564
4,0.1998001998001998,0.049775165299049295,-0.01660833504241904,4.229026251107302e-05,0.24705927137491607,0.053219032034662425,-0.0352348408941222,9.581152482163502e-05,0.26169721461033524,0.05743779679259191,-0.05653099427568956,0.00016572462260995013,-0.2794411240777946,0.06281605287126261,-0.08157111031300968,0.0002612892110371529,0.30179013982625796,0.07009888088184892,-0.11233820701402071,0.0004013677561784647,-0.3316149335379133,0.08110860743853579,-0.15336518371958655,0.0006343090998743707,-0.3758637680227146,0.10336489943018504,-0.22177768350170896,0.001173488368300936,-0.4627686581319687
5,0.24975024975024976,0.06214317475269454,-0.016596525751141192,6.52629260337701e-05,0.24675697934268756,0.06643663331177145,-0.03520736214158395,0.00014784383396846263,0.2613511413906263,0.0716949465525964,-0.0564820051841765,0.00025569506184097967,-0.2790372483853338,0.07839648595722466,-0.08149110795714609,0.00040308092356387425,0.30130585369205853,0.08746757623952868,-0.11220996719939297,0.0006190485636242034,-0.3310096484928651,0.1011724662163968,-0.15315090017513427,0.0009780174307087578,-0.37504876375562396,0.12884507550208052,-0.22134385283311372,0.0018081614056763104,-0.46142917576301434
6,0.2997002997002997,0.0744608554456423,-0.016582115629332723,9.325029592292672e-05,0.24638816104207437,0.07959636213922239,-0.03517383582188591,0.00021122100037769634,0.2609289558999941,0.08588418449108325,-0.05642224396171232,0.0003652538670597677,-0.27854461876442327,0.09389490412199439,-0.08139353424543228,0.000575686065996506,0.30071525302923796,0.10473276680303198,-0.1120536067636152,0.0008839135127217362,-0.33027167628797205,0.12109492042209194,-0.15288974816983372,0.0013959321092029357,-0.374055497477467,0.1540862302387623,-0.22081566295849103,0.0025787112074012073,-0.45979811229366935
7,0.3496503496503497,0.08671833337567739,-0.01656511867431007,0.00012619863006965948,0.2459532041091155,0.0926868751856134,-0.03513429703528794,0.00028581343608594605,0.26043113108601845,0.09999221497523732,-0.056351778827466226,0.0004941602042083548,-0.27796382931113417,0.10929527486782738,-0.0812785126344824,0.0007786911102355878,0.30001911561101463,0.1218742616264199,-0.11186935060864142,0.0011952562037486842,-0.3294021019015009,0.14084847744470846,-0.15258217475303099,0.001886763536965813,-0.3728856666060167,0.1790422327470354,-0.2201943319838466,0.003482080662566727,-0.4578790850428739
8,0.3996003996003996,0.0989058381974052,-0.016545551356022776,0.00016404482780987167,0.24545256466318158,0.10569695408998468,-0.03508878707305231,0.0003714690263243774,0.2598582233671549,0.11400589740810509,-0.05627069001027615,0.0006421314615530865,-0.2772955788466282,0.12458176606335376,-0.08114618826095422,0.0010116109802493748,0.29921835610365755,0.1388721456856902,-0.11165746299356277,0.001552248440775662,-0.3284022008793429,0.16040607139712407,-0.15222870476971584,0.0024490009210654186,-0.37154126574357443,0.20366785884672228,-0.2194812873232603,0.004514693942125104,-0.4556763402211505
9,0.44955044955044954,0.11101371972576632,-0.016523432581445736,0.00020671663272192237,0.24488676632160183,0.11861552536606636,-0.03503735332373273,0.00046801363778056293,0.2592108713883625,0.12791227093724214,-0.056179069555767125,0.0008088442371650677,-0.2765406692903245,0.13973877790974706,-0.0809967275669286,0.0012738908398014013,0.29831402383125144,0.15570682397088476,-0.1114182467863961,0.0019539434956093093,-0.32727343601696796,0.17974113148326382,-0.1518299391629213,0.0030809188108890436,-0.3700245810008449,0.22791893692777562,-0.2186781597805552,0.0056724748625548785,-0.4531947385573559
10,0.4995004995004995,0.12303246408905331,-0.016498783653826076,0.0002541328639777305,0.24425639907211197,0.13143167988642468,-0.03498004916587544,0.0005752516985030149,0.25848979459709365,0.14169857864766988,-0.05607702110540861,0.0009939354658553574,-0.27570000379772264,0.15475097425188836,-0.08083031787061723,0.0015649081334432823,0.2973073002158481,0.17235906470081516,-0.1111520426063907,0.0023992798366692146,-0.3260174535567165,0.1988276490650073,-0.15138655302741466,0.003780584575875586,-0.36833818348243236,0.25175249117682863,-0.2177867767686574,0.006950867961510716,-0.4504397387491305
11,0.5494505494505495,0.13495270948577506,-0.01647162822693895,0.0003062036751222495,0.24356211800732178,0.14413469189106964,-0.03491693384755985,0.0006929668465896433,0.2576957916446226,0.15535229116986557,-0.05596465964843355,0.001197003679961927,-0.2747745846691368,0.16960331314412327,-0.08064716688427262,0.0018839748706280465,0.2961994959013049,0.18881004153347644,-0.11085922786076197,0.0028870853045793263,-0.3246360789115169,0.21764024322338185,-0.1508992934239975,0.004545866789558104,-0.366484921949819,0.2751268816610139,-0.21680915470255235,0.00834486220503336,-0.4474173787592368
12,0.5994005994005994,0.1467652615012848,-0.016441992254521233,0.0003628308390418468,0.24280464192554496,0.15671403746687085,-0.034848072353236906,0.0008209226445377769,0.25682973861824515,0.16886112963533856,-0.05584211124759043,0.0014176103979213195,-0.2737655110364518,0.18428107658158757,-0.08044750218124369,0.0022303401420484606,0.29499204757004727,0.20504137464511163,-0.1105402156798624,0.0034160817150406505,-0.3231313119277165,0.2361542246025288,-0.15036897696394022,0.005374444483141982,-0.3644679146803249,0.2980019407112789,-0.21574749060317666,0.00984901723837486,-0.4441342549875323
13,0.6493506493506493,0.15846110794203322,-0.016409903935066323,0.00042390805776723833,0.2419847518029728,0.16915941244616112,-0.03477353525835773,0.0009588633558477459,0.2558925871105011,0.1822130879143317,-0.05570951273976422,0.001655281634003636,-0.2726739763356794,0.1987698993097586,-0.08023157061423644,0.002603192856292549,0.2936865144630733,0.2210351705510724,-0.1101954537550257,0.003984889867646377,-0.32150532170135154,0.2543456573189749,-0.14979648717364,0.006263817227674457,-0.36229054054346943,0.320339105001181,-0.21460415295252952,0.01145749207659064,-0.44059749935747566
14,0.6993006993006994,0.17003143314730873,-0.01637539365217804,0.0004893212956490938,0.24110328914250456,0.18146074967508044,-0.034693398572322544,0.001106514780197365,0.25488536213204843,0.19539645407246492,-0.055567011412576875,0.0019095095220416657,-0.27150126557385584,0.21305579662686422,-0.07999963768698455,0.0030016646838741533,0.2922845746145533,0.23677406054208314,-0.10982542308362442,0.004592034937267699,-0.3197604409636991,0.27219141871318847,-0.1491827716503788,0.007211315999150748,-0.3599564293191133,0.342101542672035,-0.21338167184417828,0.013164076111698526,-0.43681475436661227
15,0.7492507492507493,0.1814676317405115,-0.016338493910695525,0.0005589491343454747,0.24016115420493717,0.1936082356046183,-0.0346077435703162,0.0012635851432495203,0.25380915987535646,0.20839983098562628,-0.055414764658154994,0.002179754045468243,-0.2702487523994958,0.22712519109599494,-0.07975198688169045,0.0034248331946988885,0.29078802081329497,0.25224123761046074,-0.1094306366262171,0.0052359522226164065,-0.31789916005356456,0.28966925671567584,-0.1485288390209481,0.008214114776000937,-0.3574694512849637,0.3632542748132602,-0.21208272847770399,0.014962222291695219,-0.4327941461625055
16,0.7992007992007992,0.1927613217844219,-0.01629923926881418,0.000632663147971344,0.23915930412868333,0.20559232615992326,-0.03451665661463246,0.001429766036923238,0.25266514533690326,0.22121215605515387,-0.055252939605327546,0.0024654448654990013,-0.26891789598647764,0.24096493808642336,-0.07948891894475239,0.0038717251740863286,0.2891987563043995,0.2674204917423162,-0.10901163788100389,0.005914993224628446,-0.31592412049535573,0.3067578445963067,-0.14783575571583255,0.009269242813439969,-0.3548337061044035,0.38376429056990186,-0.21071014405022054,0.016845082303641006,-0.4285442557191005
17,0.8491508491508492,0.20390435730731005,-0.016257666266439832,0.0007103282966818103,0.238098750944382,0.2174037618461391,-0.03442022896612184,0.0016047334057514694,0.25145454980591675,0.23382271996831697,-0.055081712731588024,0.0027659832388654887,-0.267510237741844,0.25456235006653644,-0.07921075113344316,0.004341320101598694,0.28751879024528115,0.282296243453875,-0.10856899938114711,0.006627432025438002,-0.3138381082035975,0.32343683286335934,-0.14710464257257216,0.010373597534221585,-0.35205351104901056,0.40360065511934745,-0.20926686810274833,0.018805543568854916,-0.42407408820308334
18,0.8991008991008991,0.21488884016941984,-0.016213813350024246,0.0007918033368930455,0.23698055949119637,0.2290335820520203,-0.03431855658642797,0.001788148574768122,0.2501786682282142,0.2462211844523018,-0.054901269456221584,0.0030807440161193236,-0.26602739784856816,0.26790521957413255,-0.07891781642634703,0.004832553776132861,0.2857502329311413,0.2968535754528005,-0.10810332112083613,0.007371471936945688,-0.31164404633603554,0.3396868980784442,-0.14633667128282848,0.011523957970489017,-0.3491333885937579,0.42273460973860905,-0.20775596638380914,0.020836267833521282,-0.4193930406357432
19,0.9490509490509491,0.22570713124201014,-0.01616772079413985,0.0008769412462882876,0.23580584524178275,0.24047313851555624,-0.034211739931704815,0.0019796593142135466,0.248838856453948,0.2583975989733765,-0.05471180371605814,0.003409077711194776,-0.26447107165490913,0.28098184079356897,-0.07861046270049264,0.005344322070023503,0.2838952908058387,0.3110782623090741,-0.10761522891628073,0.00814525238634826,-0.30934498781911685,0.3554897883550398,-0.14553306069854838,0.012716998686736236,-0.34607805342639614,0.4411396631736685,-0.20618060829703083,0.022929731113278104,-0.41451086797235664
20,0.999000999000999,0.23635186087396412,-0.016119430620060056,0.0009655896617112231,0.23457577204319227,0.25171410791911913,-0.03409988373853081,0.002178900936222547,0.24743652837849708,0.27034241633649053,-0.054513517525366324,0.0037503126326368136,-0.26284302592237535,0.2937810296733121,-0.07828905187823756,0.005875484794287259,0.28195626127482554,0.3249567980243143,-0.10710537270809875,0.008946856004511408,-0.3069441075709915,0.37082836531249136,-0.14469507301343568,0.01394930410946473,-0.34289239891627965,0.4587916735254485,-0.20454405400370637,0.025078264726285823,-0.40943764773838626
21,1.048951048951049,0.24681593862386855,-0.01606898651161872,0.0010575913280155454,0.23329154978117816,0.26274850358491925,-0.03398309680275651,0.002385497418562568,0.24597315298595962,0.28204650714452845,-0.054306620521450244,0.004103757066676612,-0.26114509494485566,0.306292142522037,-0.07795395904706673,0.006424869656617151,0.2799355273376173,0.3384764213938407,-0.10657442481181977,0.009774315881752298,-0.30444469444870076,0.3856866422638044,-0.14382400983669352,0.0152173831850272,-0.339581483091388,0.47566891988425725,-0.20284964125503843,0.027274097126565602,-0.40418374337914076
22,1.098901098901099,0.2570925622383501,-0.016016433728628193,0.0011527845559173996,0.23195443197549723,0.27356868624501907,-0.03386149175203951,0.0025990625504225874,0.2444502513049804,0.2935011730804356,-0.05409132949755106,0.004468701502168278,-0.25937917655177084,0.3185050930263616,-0.07760557155555774,0.0069912762933193005,0.27783555205791016,0.3516251390620611,-0.10602307812345209,0.010625622954475743,-0.30185014294753176,0.40004981842503906,-0.14292120817667503,0.016517684283479397,-0.3361505141759269,0.49175216297753876,-0.20110077203211912,0.029509396228785324,-0.3987597664968422
23,1.1488511488511488,0.26717522586051007,-0.015961819018139926,0.0012510036868871224,0.23056571331399514,0.28416737386367374,-0.033735184812833746,0.0028192010952153373,0.24286939328683366,0.304698158979765,-0.05386786792468766,0.004844420887290354,-0.2575472280084921,0.33041036763861814,-0.07724428808884311,0.007573480356075071,0.27565887289001506,0.3643917461790559,-0.10545204428725516,0.011498733485197135,-0.2991639446817848,0.4139043089463059,-0.14198803635266644,0.017846610263103378,-0.33260483574417116,0.5070246941451626,-0.19930089907443832,0.03177631189790717,-0.3931765381656769
24,1.1988011988011988,0.2770577274552678,-0.015905190523834743,0.0013520795631175504,0.22912672713331367,0.29453765049339503,-0.03360429557261045,0.0030455099653470376,0.24123219461585324,0.31562966366559436,-0.053636465464095756,0.005230176907864462,-0.2556512618274944,0.34199903928888964,-0.07687051772696021,0.00817023763421608,0.2734080958808544,0.37676584457447515,-0.10486205183301793,0.01239157659780557,-0.2963896796773129,0.42723777057981516,-0.14102588985351178,0.019200533607706856,-0.3289499115495094,0.5214723720229493,-0.19745351237978895,0.03406701826292289,-0.38744504953109504
25,1.2487512487512489,0.28673417544148266,-0.015846597693831885,0.0014558400006184544,0.22763884285414718,0.3046729741497828,-0.03346894673809391,0.003277579403929234,0.2395403134623938,0.3262883495224057,-0.05339735747194177,0.00562522027715168,-0.25369334150396144,0.3532627793816718,-0.07648467898952457,0.00878028819312083,0.2710858897671835,0.38873785837424263,-0.10425384429026598,0.013302061829489788,-0.2935310075073015,0.4400391228187587,-0.1400361871621618,0.02057581154692754,-0.3251913100905092,0.5350836463985551,-0.19556212575974913,0.03637375550397772,-0.3815764219138467
26,1.2987012987012987,0.2961989945237263,-0.015786091187206315,0.00156211026350964,0.2261034633789743,0.314567183693882,-0.03332926389029834,0.003514994168456506,0.23779544718857298,0.33666735079026705,-0.05315078449799699,0.006028793027054914,-0.25167557718970557,0.3641938680440535,-0.07608719887018961,0.009402360509383008,0.26869497998805786,0.40029904699571495,-0.10362817828690195,0.014228086660583183,-0.29059165830355127,0.4522985643623126,-0.13902036556547986,0.02196880106865416,-0.32133468897848777,0.5478495688037031,-0.19363026353538929,0.03868887075713056,-0.3755818666515455
27,1.3486513486513487,0.30544693071961004,-0.01572372277950312,0.001670713537618861,0.224522022460202,0.32421450471459373,-0.03318537523715087,0.003757334711550784,0.2359993290170934,0.3467602805654939,-0.05289699177995881,0.006440130790782161,-0.24960012131933568,0.3747852025991912,-0.07567851186436696,0.010035175583564634,0.266238142632841,0.4114415154682399,-0.10298582163982463,0.01516754398369516,-0.2875754236763383,0.4640075847863959,-0.13797987696875805,0.023375873732384197,-0.3173857791732851,0.559763789522069,-0.19166144745740876,0.041004857781323255,-0.3694726449206167
28,1.3986013986013988,0.3144730555815668,-0.015659545267535782,0.0017814714015343624,0.2228959820466227,0.3336095544073675,-0.03303741136448151,0.004004178353977019,0.2341537246733794,0.35656123649896454,-0.052636228735099155,0.006858465067210291,-0.24746916420266224,0.38503030424600065,-0.07525905899367398,0.010677451011633294,0.2637181983452012,0.4221582220380476,-0.10232755144506928,0.016118329473894705,-0.2844861475764255,0.4751589713270424,-0.13691618373437525,0.024793430192927648,-0.31335036915579345,0.5708225408210886,-0.18965918393349987,0.043314395038210315,-0.36326002778876715
29,1.4485514485514486,0.32327276961485796,-0.015593612373751838,0.0018942042933149821,0.22122682961596077,0.3427473454491819,-0.032885504986152746,0.004255100445264954,0.23226042901123445,0.3660648051882906,-0.05236874845090569,0.007283025457430431,-0.2452849295972905,0.39492332293348836,-0.0748292868305509,0.011327904996591044,0.2611380062036519,0.4324429830293426,-0.1016541521749649,0.01707834882240465,-0.2813277171332227,0.48574681071285897,-0.13583075456386484,0.02621791434537646,-0.30923428910707523,0.5810246063566344,-0.18762695164333623,0.04561038184755372,-0.35695525675246476
