,Epsilons,A_0,E/M,Rounds
0.1,-0.1695865845138383,-0.016634551490078576,0.991520670774308,20
0.2,-0.1774830374221817,-0.035297390919202684,0.9822516962577819,20
0.3,-0.18694371457842957,-0.05664761637753396,0.9719584428132355,22
0.4,-0.19869019492143256,-0.08176859616374571,0.9602619610157135,24
0.5,-0.2141158756396207,-0.11267621819823923,0.9464710310900948,27
0.6,-0.23654769687269897,-0.1539962675466429,0.9290356909381903,33
0.7,-0.27950862799128734,-0.2235207951140651,0.9021719802030495,56
