,Epsilons,A_0,E/M,Rounds
0.1,-0.1695129965222735,-0.01662817770334234,0.9915243501738863,20
0.2,-0.17739303807600584,-0.03528088457765104,0.9822606961923994,20
0.3,-0.18682750189951028,-0.056613238327009846,0.9719758747150734,21
0.4,-0.19853909810617862,-0.08170572775923728,0.9602921803787643,24
0.5,-0.21389863959644734,-0.11255458366362436,0.9465253401008882,27
0.6,-0.2361823729063062,-0.1537280072452794,0.9291452881281081,33
0.7,-0.27847836214576926,-0.2225162248174042,0.9025325732489807,55
