,Epsilons,A_0,E/M,Rounds
0.1,-0.16967455687815403,-0.016615673391385713,0.9915162721560923,20
0.2,-0.17766894403601305,-0.03527694218532592,0.9822331055963986,20
0.3,-0.18727956373886967,-0.05666083686517693,0.9719080654391695,22
0.4,-0.19927659108808934,-0.08189390381105398,0.9601446817823821,24
0.5,-0.21518024632824972,-0.11311478363437887,0.9462049384179376,28
0.6,-0.23877672814375336,-0.1554279087008697,0.928366981556874,35
0.7,-0.2881748024958724,-0.23174439278967252,0.8991388191264447,66
