,Epsilons,A_0,E/M
0.1,-0.16955092547534428,-0.01663142293460736,0.9915224537262328
0.2,-0.17744017909713575,-0.03528952957879437,0.9822559820902864
0.3,-0.18688712504216387,-0.056630665496317366,0.9719669312436754
0.4,-0.19861827615264496,-0.08173868191345231,0.960276344769471
0.5,-0.2140124474323069,-0.1126183275674698,0.9464968881419232
0.6,-0.23637361890401815,-0.15386847953464622,0.9290879143287946
0.7,-0.27901420254900516,-0.2230384780372038,0.9023450291078482
