,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.7,A of 0.7,B of 0.7,U Bar of 0.74,A of 0.74,B of 0.74,U Bar of 0.742,A of 0.742,B of 0.742,U Bar of 0.7427,A of 0.7427,B of 0.7427
777,6.213514594162335,0.2937165138279264,-0.00794366993520711,0.007058214608265203,0.27975208127786233,-0.016089739605629292,0.014559522806563169,0.21395792081899606,-0.04186630052497987,0.04000270201043987,0.12361565284087556,-0.06071443428843715,0.06001172913778596,0.07921403393846696,-0.0652728130711688,0.06500219545863456,0.07282761869635268,-0.06562944694250697,0.06540464180807028,0.06816070128911167,-0.06582999266027481,0.06563590018845258
778,6.221511395441823,0.29306352430333477,-0.007934506760928202,0.007054628179618224,0.27907337121351256,-0.016070657946166033,0.014550639494711415,0.21325453480939632,-0.04181240914941219,0.03996416196914038,0.1230597636068732,-0.0606322116231101,0.05993688638372409,0.07879789321152163,-0.0651834593747071,0.06491608110713816,0.07243553038547489,-0.06553952280964824,0.06531746715165049,0.0677868800720739,-0.06573974297192609,0.06554806366291134
779,6.229508196721311,0.2924109938214353,-0.007925360165618263,0.0070510263931408525,0.2783953796497716,-0.016051613071635645,0.014541730390186245,0.21255284740842675,-0.041758643345331733,0.03992562650742623,0.12250612535132711,-0.060550205583937894,0.05986218402257732,0.0783838183401929,-0.06509434783446173,0.0648301705218568,0.07204544796085942,-0.06544984302813021,0.06523050354327332,0.06741501461615573,-0.06564973894281786,0.06546044308055779
780,6.2375049980008,0.2917589283201437,-0.007916230126049752,0.007047409380118197,0.27771811183372525,-0.016032604918828772,0.014532795763002026,0.21185285896388695,-0.04170500276031986,0.03988709616419701,0.12195473100623873,-0.060468415368881645,0.05978762202336562,0.07797180011879458,-0.0650054774920631,0.06474446319557832,0.07165736208594432,-0.06536040662432431,0.06514375040990697,0.06704509552704728,-0.06555997958968149,0.0653730378218871
781,6.245501799280288,0.29110733369397546,-0.007907116618914828,0.007043777271268353,0.2770415729656714,-0.01601363342442922,0.01452383588178403,0.21115456978084182,-0.041651487042688264,0.039848571473252554,0.12140557350659362,-0.060386840179384726,0.05971320035103111,0.07756182937257021,-0.0649168473939296,0.06465895862063813,0.0712712634586879,-0.06527121262953745,0.06505720717868237,0.0666771134474442,-0.0654704639342818,0.0652858472680111
782,6.253498600559776,0.29045621579420583,-0.007898019620826513,0.007040130196742505,0.2763657681993412,-0.015994698525016393,0.014514851013770707,0.2104579801220018,-0.04159809584148201,0.03981005296332513,0.12085864579059584,-0.060305479220358275,0.05963891896649405,0.07715389695770339,-0.06482845659124051,0.06457365628895194,0.07088714281154744,-0.06518226007998325,0.06497087327692048,0.06631105905699132,-0.06538119100338723,0.06519887080068142
783,6.261495401839264,0.28980558042900917,-0.007888939108319842,0.007036468286125053,0.27569070264209145,-0.015975800157067704,0.014505841424816002,0.20976309020809783,-0.04154482880648255,0.0397715411581114,0.12031394079989384,-0.060224331700166674,0.05956477782670828,0.0767479937613203,-0.0647403041399091,0.06448855569204796,0.07050499091144248,-0.06509354801675346,0.06488474813215923,0.06594692307222892,-0.06529215982874009,0.06511210780231211
784,6.2694922031187525,0.2891554333636183,-0.00787987505785302,0.007032791668433764,0.2750163813551093,-0.015956938256960967,0.014496807379391722,0.2090699002182565,-0.04149168558821066,0.039733036576304434,0.1197714514798233,-0.06014339683061307,0.059490776884716004,0.07634411070150296,-0.06465238910055578,0.06440365632109864,0.07012479855972498,-0.06500507548578957,0.06479883117217981,0.06558469624652961,-0.0652033694470271,0.06502555765600192
785,6.277489004398241,0.28850578032047,-0.007870827445808557,0.007029100472119952,0.27434280935361705,-0.015938112760976775,0.014487749140589952,0.20837841029036397,-0.04143866583792925,0.03969453973162551,0.11923117077962594,-0.060062673826924956,0.05941691608970212,0.07594223872728643,-0.06456471053848148,0.06431895766695184,0.06974655659215087,-0.06491684153785454,0.06471312182503262,0.06522436937004256,-0.06511481889985002,0.0649392197455561
786,6.2854858056777285,0.2878566269793561,-0.007861796248494392,0.007025394825068682,0.2736699916070677,-0.015919323605300847,0.014478666970125512,0.20768862052144166,-0.04138576920764623,0.03965605113285588,0.11869309165267157,-0.059982161907739716,0.05934319538704791,0.07554236881866425,-0.06447726752364112,0.06423445922016162,0.06937025587883996,-0.06482884522850477,0.06462761951906279,0.06486593326963248,-0.06502650723369645,0.06485309345550776
787,6.293482606957217,0.2872079789775733,-0.00785278144214503,0.007021674854599,0.2729979330393561,-0.015900570726026367,0.014469561128338465,0.207000530968009,-0.04133299535011716,0.039617571283868405,0.11815720705668242,-0.05990186029509026,0.059269614718384205,0.07514449198659082,-0.06439005913061732,0.0641501604710184,0.06899588732424733,-0.06474108561806219,0.06454232368293515,0.0645093788088169,-0.06493843349991095,0.0647671781711389
788,6.301479408236705,0.2865598419100731,-0.00784378300292265,0.007017940687464191,0.27232663852901495,-0.015881854059156306,0.014460431874196664,0.206314141646457,-0.04128034391884799,0.03957910068365914,0.11762350995394608,-0.05982176821439066,0.05919617402164402,0.07474859927297305,-0.06430308443859417,0.0640660609095788,0.06862344186712312,-0.06465356177158653,0.06445723374565883,0.06415469688770689,-0.06485059675466619,0.06468147327850098
789,6.309476209516194,0.2859122213296176,-0.007834800906918217,0.007014192449852052,0.27165611290941816,-0.015863173540605707,0.014451279465298346,0.20562945253339643,-0.04122781456809759,0.03954063982637877,0.11709199331153787,-0.05974188489442184,0.05912287323111459,0.07435468175067732,-0.06421634253133118,0.06398216002569483,0.06825291048047546,-0.06456627275884776,0.06437234913661144,0.06380187844294026,-0.06476299605893439,0.06459597816443502
790,6.317473010795681,0.2852651227469273,-0.007825835130152585,0.007010430267385205,0.2709863609689827,-0.015844529106203976,0.014442104157874768,0.20494646356603083,-0.04117540695288035,0.03950218920136398,0.11656265010152976,-0.05966220956731723,0.05904971227748894,0.0739627305235222,-0.06412983249713741,0.06389845730904278,0.06788428417153458,-0.0644792176542987,0.06428766928556275,0.06345091444761679,-0.06467563047845885,0.06451069221659148
