,U Bar of 0.1,U Bar of 0.22,U Bar of 0.33999999999999997,U Bar of 0.45999999999999996,U Bar of 0.58,U Bar of 0.7,A of 0.1,A of 0.22,A of 0.33999999999999997,A of 0.45999999999999996,A of 0.58,A of 0.7,B of 0.1,B of 0.22,B of 0.33999999999999997,B of 0.45999999999999996,B of 0.58,B of 0.7
6.88622754491018,0.24065915936412274,0.22194621635634507,0.19920832079510653,0.17111919339586387,0.1351600025409107,0.08290253285015052,-0.007228561572204413,-0.016101955088826437,-0.025203767408455723,-0.03455886282237634,-0.044230979791650867,-0.05450209760112318,0.006715456709363155,0.015193222938900006,0.02414071545335739,0.033572061522871184,0.043522261547079444,0.05422317748334207
6.986027944111776,0.2332628333399541,0.21447994970196074,0.1918192747561336,0.16404152001138664,0.12879761038778942,0.0781932836750525,-0.007131530455871326,-0.01588039193940806,-0.024848521787923225,-0.03406044828033619,-0.043579257499074237,-0.053683145299433896,0.006659129662174444,0.01504830789436104,0.02388154194193238,0.03317024030225163,0.04294709229673464,0.053439252083360575
7.0858283433133735,0.2259994857357726,0.20718135784417327,0.18463374388576054,0.15720118963508953,0.12269682317995279,0.07373421544947865,-0.007036702932157086,-0.015664147665252356,-0.024502277545113773,-0.03357533431413342,-0.04294579198320103,-0.05288817024510771,0.006601982957795298,0.014902588812107704,0.023623056510948117,0.032772570102958726,0.04238209482267116,0.05267496194798859
7.18562874251497,0.21887359583295782,0.20005296200009068,0.17765164347363382,0.1505947732311544,0.11685015103724569,0.06951364949828114,-0.006944027086567786,-0.01545307863529333,-0.024164759255164956,-0.03310306439150871,-0.042329886913126495,-0.05211616495825972,0.006544167521718678,0.01475637266107116,0.02336565893991157,0.03237942237688318,0.04182740237430137,0.05192983134069189
7.285429141716567,0.21188898074037077,0.19309664324185502,0.17087232635692876,0.14421844242207477,0.11124999567788332,0.06552028862343674,-0.006853451151839507,-0.015247043190243451,-0.02383569803195948,-0.03264319716152496,-0.041730875581340816,-0.05136617436727066,0.006485823214336252,0.01460993971766695,0.023109706183956313,0.03199111396076998,0.04128309619102153,0.05120337285584773
7.385229540918163,0.20504883742346608,0.1863136922050781,0.16429463823854557,0.13806802502511556,0.10588869459822542,0.061743223998833516,-0.006764923649732567,-0.015045901896980103,-0.023514831742071945,-0.03219530631636265,-0.04114811984372235,-0.050637292792929674,0.006427079315795688,0.014463545098156776,0.02285551549383266,0.03160791211935362,0.04074921195988401,0.050495091952561195
7.485029940119761,0.19835578343329976,0.17970485648760165,0.15791696950284678,0.13213905593891737,0.10075856011227378,0.058171938862182714,-0.006678393516381502,-0.014849517763716685,-0.02320190515967095,-0.03175898039268978,-0.04058100904932754,-0.04992866109956448,0.006368055020316298,0.014317420267539733,0.02260336740238078,0.03123003924461084,0.04022574565002125,0.049804490795229105
7.584830339321357,0.19181189625125236,0.1732703857262217,0.15173730363774288,0.1264268236593717,0.09585191370867836,0.05479630946457549,-0.006593810212445688,-0.014657756419631284,-0.022896670069401135,-0.03133382252283832,-0.040028958969642564,-0.049239464007369296,0.0063088599348708595,0.014171774515629175,0.02235350857056965,0.030857677220726853,0.039712658770518786,0.0491310714878953
7.684630738522954,0.18541875118519122,0.16701007435798718,0.14575326238357783,0.12092641269865544,0.09116111615035777,0.05160660368377769,-0.006511123819252757,-0.014470486262388671,-0.022598885323650814,-0.030919450144817655,-0.039491410735278704,-0.04856892755956856,0.006249594577818663,0.014026796392706715,0.022106154488811338,0.03049097146657652,0.039209883096883384,0.04847433877981617
7.7844311377245505,0.1791774577705804,0.16092330208883726,0.13996214773806823,0.11563274217396728,0.08667859371038661,0.04859347765894012,-0.006430285122071042,-0.014287578576757326,-0.022308316860026774,-0.0305154946791055,-0.038967829786636,-0.04791631673768441,0.006190350873698116,0.01388265509868919,0.02186149203148466,0.030130034669153097,0.038717324909350384,0.04783380231092304
7.884231536926148,0.17308869464571486,0.1550090721058419,0.1343609809524853,0.11054060082370494,0.0823968609077445,0.045747970761306066,-0.006351245681589313,-0.014108907627294444,-0.022024737684310135,-0.030121601179171443,-0.03845770484380287,-0.0472809332179674,0.006131212640957261,0.01373950182110927,0.02161968186446662,0.029774950222523675,0.03823486878413011,0.04720897845797809
7.984031936127744,0.16715274288402998,0.149266047080515,0.12894653865804606,0.10564467869875838,0.07830854007796818,0.043061499177228735,-0.006273957894623034,-0.013934350727850231,-0.02174792782365586,-0.02973742796180124,-0.0379605468998791,-0.04666211326197092,0.006072256069918796,0.013597471018408566,0.021380860707013963,0.029425775387631206,0.037762380976395366,0.04659939183511784
