,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.3,A of 0.3,B of 0.3,U Bar of 0.4,A of 0.4,B of 0.4,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.6,A of 0.6,B of 0.6,U Bar of 0.7,A of 0.7,B of 0.7
0,0.0,0.0,-0.01663448810999093,0.0,0.0,-0.0352974700995155,0.0,0.0,-0.05664778918989964,0.0,0.0,-0.08176892934298363,0.0,0.0,-0.11267686727084202,0.0,0.0,-0.15399770349718417,0.0,0.0,-0.2235260411460749,0.0
1,0.0998003992015968,0.024923021281632624,-0.01663436299805615,1.5397624365991927e-05,0.026653993882578452,-0.035296862804374884,3.489593081692497e-05,0.028776761172974414,-0.0566460847708824,6.0388158575309424e-05,0.03148487500728529,-0.08176500067590921,9.5266874846538e-05,0.03515946321935138,-0.11266842035883104,0.00014648520995616768,0.040733656809351676,-0.15397907275672654,0.00023194754338122454,0.05213194407014763,-0.2234740994081442,0.0004321352051551053
2,0.1996007984031936,0.0497651365169883,-0.016618590538276527,4.609412307538958e-05,0.05321490082599509,-0.035260147616805126,0.00010445010257427239,0.05744419964146237,-0.056580591436723504,0.00018072355629758253,0.06283759234334885,-0.08165796855675092,0.0002850451193292024,0.0701518734347861,-0.11249664547721877,0.0004381676815375583,0.08123841718904715,-0.15369136820254603,0.0006934949225098953,0.10387318990382935,-0.2228866550829176,0.001290815742666162
3,0.29940119760479045,0.07444599971311863,-0.01659237122732262,9.699256507655636e-05,0.07959030940715153,-0.03519912603566039,0.0002197416014019619,0.08589383128984299,-0.05647176622927733,0.0003801088224293475,0.09392707894756287,-0.0814801779539448,0.0005993288604337084,0.10481167326543642,-0.11221143767159655,0.0009208686700868691,0.12128770418876596,-0.1532140118459438,0.0014564673716151602,0.15483802418536097,-0.22191348283433104,0.0027069863859265756
4,0.3992015968063872,0.09888637837654671,-0.01655580689130122,0.0001677022075165494,0.10568915124868597,-0.03511405341748825,0.000379827445377884,0.11401883918811376,-0.056320105589892505,0.0006567895079052113,0.12462441784604457,-0.0812325276885282,0.0010351015543660685,0.13897627792195413,-0.11181443619233794,0.001589424573821296,0.16065954926978682,-0.1525502711370218,0.002511403416128613,0.20465062890219476,-0.22056359272028625,0.004657945506003271
5,0.499001996007984,0.12300869392119679,-0.016509038915879386,0.00025768326318238954,0.13142235306454028,-0.0350052843504286,0.0005834061265168341,0.1417148835330042,-0.056126298866330165,0.00100834666784925,0.15480389674804057,-0.08091626564688097,0.0015882095135120004,0.17248752348994292,-0.11130791595957568,0.002436737177668271,0.19913884438516624,-0.15170467613208677,0.0038453281732562052,0.2529499450307324,-0.21884943947234947,0.007112708297843891
6,0.5988023952095809,0.14673754274329837,-0.01645224697261384,0.00036625369590972566,0.15670346547204214,-0.03487326916292098,0.0008288343572591076,0.16888088292307823,-0.05589122085797452,0.0014317288198579547,0.18434401991099011,-0.08053297383086012,0.002253418650619351,0.20519306522563358,-0.11069475689709851,0.00345387512858645,0.23651951771896546,-0.15068294854268915,0.005441952247346285,0.2993943700395321,-0.2167866722981085,0.010032557677939653
7,0.6986027944111777,0.17000019205552497,-0.01638564748063417,0.000492597861688651,0.1814492614726516,-0.03471854986816089,0.0011141487168516689,0.19541975826435826,-0.05561592345197959,0.0019232939997916054,0.21312847228832654,-0.08008455208000591,0.0030244906556087547,0.23694771134145917,-0.10997841133377056,0.004630213294146427,0.2726066120555195,-0.1494919274599108,0.007281952348328153,0.3436662473946672,-0.21439387235947963,0.01337184927536167
8,0.7984031936127745,0.19272704498692142,-0.01630949177394007,0.0006357767375244753,0.20558029788185794,-0.03454175533716041,0.0014370913015624978,0.2212391308010521,-0.055301625677360924,0.00247885966089741,0.24104702463089675,-0.07957319873025556,0.0038942735332421516,0.2676146758655956,-0.10916286529978037,0.005953598790663117,0.30721823773294027,-0.14813948125714335,0.009343306870290518,0.3854760700044781,-0.21169224239479892,0.017078981176770074
9,0.8982035928143712,0.21485206997464387,-0.01622406399855328,0.0007947395393677146,0.22902143355598728,-0.03434359576080881,0.0017951388590371324,0.24625196636105454,-0.0549497022956257,0.0030937593637842447,0.2679963687643223,-0.07900138843217969,0.004854804518853014,0.2970667344251591,-0.10825259416208338,0.0074105399193851165,0.3401873711268197,-0.1466344067448471,0.01160167860186076,0.4245663096929292,-0.2087052533453907,0.021097504919512008
10,0.998003992015968,0.23631319007030424,-0.016129678769031264,0.0009683365137349552,0.25170229892260965,-0.03412485648011657,0.002185534858558389,0.2703771586093667,-0.05456167109483651,0.003762905174848735,0.29388087294541576,-0.07837184746312519,0.0058974233785886706,0.32518726722661284,-0.10725251329857373,0.008986414292306356,0.3713634688292129,-0.1449863173009145,0.014030836844627938,0.4607147759395914,-0.20545825542906979,0.02536735307847875
